Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55828.69	-55816.49	-12.20111	0.00381462	0.0209433	0.000222545	0.00122183	-5.56891	-3.86594	-2.84147	0.781309	0.001420657	0.1283327	0.005438461	0.03540835	0.0919257	0.0935167	0.273252	0.541306	0.0633605	0.0654984	0.244971	0.253237	-2.75891	-2.72573	1.3523	0.261237
1	-55831.49	-55819.51	-11.97276	0.00387846	0.0170779	0.00022627	0.000996327	-5.55232	-4.06997	-2.84147	-0.116149	0.00226949	0.1283327	0.004745015	0.03432203	0.0515716	0.0524641	0.40057	0.495394	0.0679912	0.0665517	0.25639	0.250962	-2.68838	-2.70978	1.32732	0.261237
2	-55824.98	-55815.93	-9.043033	0.00387846	0.0182984	0.000975799	0.00460376	-5.55232	-4.00094	-1.37994	0.66896	0.00226949	0.1284942	0.004983115	0.03358489	0.0525859	0.0338265	0.408449	0.505139	0.0679912	0.0573088	0.246333	0.207631	-2.68838	-2.8593	1.28731	0.261237
3	-55832.48	-55820.8	-11.67644	0.0186543	0.00196447	0.00272151	0.000286601	-3.98168	-6.23253	-1.92489	-0.654747	0.003433194	0.1352271	0.004983115	0.03653837	0.0679706	0.0335429	0.405024	0.493462	0.0679912	0.0651981	0.244932	0.23487	-2.68838	-2.73033	1.2816	0.261237
4	-55833.74	-55824.51	-9.225376	0.0184226	0.0057422	0.00221624	0.000690788	-3.99418	-5.15991	-2.11776	0.182004	0.001011194	0.1399278	0.004983115	0.03547417	0.140311	0.0692421	0.309939	0.480508	0.0727529	0.0651981	0.262086	0.23487	-2.62069	-2.73033	1.2816	0.261237
5	-55831.6	-55823.2	-8.399891	0.00835639	0.020264	0.00100528	0.00243777	-4.78473	-3.89891	-2.11776	0.182004	0.002512407	0.1513678	0.004983115	0.03547417	0.140311	0.0692421	0.309939	0.480508	0.0743456	0.0651981	0.253113	0.22197	-2.59903	-2.73033	1.22511	0.319054
6	-55828.7	-55818.03	-10.67019	0.00351498	0.020264	0.000422853	0.00243777	-5.65072	-3.89891	-2.11776	-0.876084	0.003142689	0.1402376	0.004983115	0.03547417	0.309314	0.0561198	0.234952	0.399614	0.0716796	0.061213	0.260057	0.222083	-2.63555	-2.7934	1.28869	0.319054
7	-55832.87	-55824.03	-8.841593	0.0175959	0.00939394	0.00358844	0.00191576	-4.04009	-4.66769	-1.58995	-0.876084	0.003412216	0.1602795	0.004390258	0.03547417	0.290686	0.0527401	0.281026	0.375548	0.0716796	0.0643081	0.260057	0.233313	-2.63555	-2.74407	1.28869	1.38559
8	-55831.53	-55823.86	-7.676232	0.0175959	0.010422	0.00799718	0.0047367	-4.04009	-4.56384	-0.788576	-0.876084	0.002805253	0.1481597	0.004388336	0.03547417	0.391792	0.0322593	0.346239	0.22971	0.0716796	0.0706964	0.260057	0.25649	-2.63555	-2.64936	1.28869	1.38559
9	-55831.06	-55821.54	-9.525532	0.00887734	0.010422	0.00403468	0.0047367	-4.72425	-4.56384	-0.788576	-1.55133	0.002950103	0.1481597	0.004388336	0.03547417	0.393929	0.284598	0.0905097	0.230963	0.0694633	0.0715832	0.252016	0.259707	-2.66696	-2.6369	1.28869	1.38559
10	-55833.47	-55823.92	-9.549657	0.00887734	0.010422	0.00403468	0.0047367	-4.72425	-4.56384	-0.788576	-1.61854	0.002950103	0.1470301	0.003544972	0.03547417	0.341269	0.159528	0.140549	0.358654	0.0694633	0.064917	0.252016	0.235522	-2.66696	-2.73465	1.28869	1.38559
11	-55829.92	-55819.05	-10.86725	0.00887734	0.0139178	0.00403468	0.00632553	-4.72425	-4.27459	-0.788576	-1.61854	0.003073534	0.1260291	0.005663919	0.03547417	0.291665	0.586612	0.12012	0.00160265	0.0686779	0.0616864	0.24753	0.222331	-2.67833	-2.78569	1.2821	2.91589
12	-55827.71	-55821.18	-6.532572	0.00887734	0.0396864	0.00403468	0.0180371	-4.72425	-3.22675	-0.788576	-0.469289	0.001036152	0.1325486	0.005031172	0.03471187	0.303281	0.478478	0.215368	0.00287346	0.0686779	0.0616864	0.256558	0.23044	-2.67833	-2.78569	1.31793	0.902381
13	-55826.84	-55819.13	-7.7094	0.0103121	0.029768	0.00468678	0.0135293	-4.57443	-3.51432	-0.788576	1.76529	0.00348384	0.1301354	0.005031172	0.03471187	0.223731	0.352974	0.158877	0.264417	0.0634542	0.0616864	0.237044	0.23044	-2.75744	-2.78569	1.31793	0.641478
14	-55826.31	-55816.77	-9.542878	0.0038838	0.0296104	0.00176516	0.0134577	-5.55094	-3.51963	-0.788576	1.76529	0.00165746	0.1301354	0.005301246	0.02830469	0.223731	0.352974	0.158877	0.264417	0.0667386	0.0648922	0.249313	0.242416	-2.70697	-2.73503	1.31793	0.641478
15	-55824.81	-55815.38	-9.425873	0.0038838	0.0221037	0.00176516	0.0100459	-5.55094	-3.81201	-0.788576	-1.36823	0.00249631	0.135736	0.005840331	0.03625978	0.223731	0.352974	0.158877	0.264417	0.0650976	0.0602946	0.243183	0.225241	-2.73187	-2.80851	1.31793	0.641478
16	-55826.97	-55817.57	-9.402696	0.0038838	0.0221037	0.00201312	0.0114571	-5.55094	-3.81201	-0.65713	0.508707	0.002370168	0.1300538	0.005652371	0.03625978	0.227088	0.35827	0.146258	0.268384	0.0692262	0.0602946	0.258114	0.224812	-2.67038	-2.80851	1.31602	1.56143
17	-55828.75	-55819.24	-9.50664	0.0038838	0.0221037	0.00201312	0.0114571	-5.55094	-3.81201	-0.65713	0.508707	0.002838186	0.1292566	0.006620301	0.03595443	0.227088	0.35827	0.146258	0.268384	0.0630874	0.0600026	0.235225	0.223723	-2.76323	-2.81337	1.31602	1.56143
18	-55828.58	-55817.31	-11.27193	0.00199109	0.0221037	0.00103205	0.0114571	-6.21907	-3.81201	-0.65713	0.508707	0.002415792	0.1410899	0.006620301	0.03595443	0.170053	0.253848	0.263862	0.312237	0.0646284	0.0600026	0.249081	0.231253	-2.7391	-2.81337	1.34913	1.56143
19	-55823.51	-55814.57	-8.940929	0.00472092	0.0221037	0.00244703	0.0114571	-5.35575	-3.81201	-0.65713	0.508707	0.002656695	0.1247569	0.005367977	0.03595443	0.271497	0.443263	0.147131	0.138108	0.0650353	0.0600026	0.242126	0.223389	-2.73282	-2.81337	1.31453	1.56143
20	-55826.45	-55817.08	-9.365078	0.00662532	0.0136711	0.00343415	0.00708621	-5.01686	-4.29247	-0.65713	0.508707	0.001542776	0.1189056	0.005367977	0.03698351	0.0656544	0.377532	0.439186	0.117628	0.0635533	0.0616067	0.23287	0.225737	-2.75588	-2.78699	1.2986	2.09566
