Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
0	-55908.83	-55902.53	-6.291493	0.0180271	0.0435659	0.0388061	0.0937824	-4.01588	-3.13348	0.766703	1.44787	0.003141361	0.1552703	0.004921704	0.05778854	0.273849	0.111327	0.295609	0.319215	0.0687961	0.107856	0.249471	0.391112	-2.67661	-2.22696	1.2882	0.669869
1	-55904.33	-55899.72	-4.608029	0.0180271	0.0435659	0.0245429	0.0593125	-4.01588	-3.13348	0.308547	0.723438	0.001877688	0.1552703	0.004921704	0.05778854	0.293583	0.149499	0.396966	0.159953	0.0725233	0.107856	0.242202	0.360202	-2.62385	-2.22696	1.20587	0.115623
2	-55872.71	-55867.04	-5.670036	0.0140415	0.0419807	0.0191167	0.0571544	-4.26574	-3.17055	0.308547	-1.03257	0.0007461884	0.128345	0.004921704	0.0293903	0.27541	0.202143	0.372394	0.150052	0.0849008	0.0804819	0.297635	0.282144	-2.46627	-2.51972	1.25439	0.912959
3	-55855.76	-55850.02	-5.741155	0.0156819	0.0277129	0.02135	0.0377297	-4.15525	-3.58586	0.308547	-0.501676	0.002594256	0.1499829	0.004921704	0.03270691	0.265791	0.195083	0.359388	0.179738	0.0849008	0.0804819	0.297635	0.282144	-2.46627	-2.51972	1.25439	1.14281
4	-55861.47	-55855.88	-5.585471	0.0194805	0.0296232	0.0367373	0.0558649	-3.93834	-3.5192	0.634378	-0.501676	0.0004680628	0.1412803	0.005337253	0.03270691	0.488682	0.411611	0.0304348	0.0692715	0.0848309	0.0853539	0.29739	0.299223	-2.4671	-2.46095	1.25439	1.14281
5	-55845.56	-55837.67	-7.894238	0.00910513	0.0421503	0.0171709	0.079489	-4.69892	-3.16651	0.634378	-1.59413	7.069418e-05	0.125413	0.007557716	0.03270691	0.290601	0.198028	0.0205177	0.490853	0.0643755	0.0719187	0.243409	0.27193	-2.74302	-2.63222	1.33001	1.14281
6	-55841.01	-55834.27	-6.73836	0.012097	0.0421503	0.0228132	0.079489	-4.4148	-3.16651	0.634378	-1.59413	0.003814165	0.1549597	0.004490986	0.02690223	0.290601	0.198028	0.0205177	0.490853	0.0664822	0.0719187	0.26247	0.283933	-2.71082	-2.63222	1.3732	0.748463
7	-55870.14	-55863.73	-6.410976	0.0187294	0.029785	0.0353208	0.05617	-3.97766	-3.51375	0.634378	-1.59413	0.007446311	0.1774515	0.004490986	0.02690223	0.290601	0.198028	0.0205177	0.490853	0.0664822	0.0719187	0.258416	0.279548	-2.71082	-2.63222	1.35764	0.748463
8	-55839.51	-55831.06	-8.456804	0.0053391	0.0188193	0.0100687	0.0354904	-5.2327	-3.97287	0.634378	0.923799	0.007446311	0.1774515	0.005849897	0.03500181	0.290601	0.198028	0.0205177	0.490853	0.0686568	0.0719079	0.266868	0.279506	-2.67864	-2.63237	1.35764	0.81566
9	-55866.84	-55861.05	-5.786823	0.0253102	0.0118049	0.0477312	0.0222623	-3.67655	-4.43924	0.634378	0.923799	0.007446311	0.1376588	0.005849897	0.02470271	0.290601	0.198028	0.0205177	0.490853	0.0686568	0.0719079	0.254212	0.26625	-2.67864	-2.63237	1.30905	0.192347
10	-55896.4	-55887.77	-8.633433	0.0100502	0.0118049	0.0189532	0.0222623	-4.60016	-4.43924	0.634378	0.923799	0.00671757	0.1421037	0.01144916	0.03112962	0.227848	0.155265	0.098823	0.518064	0.064695	0.0528713	0.247661	0.202398	-2.73807	-2.9399	1.34238	1.19604
11	-55859.99	-55853.98	-6.012292	0.0100502	0.100284	0.00336031	0.03353	-4.60016	-2.29975	-1.09556	0.923799	0.001516929	0.155486	0.01106547	0.02012249	0.0982002	0.0669178	0.0425917	0.79229	0.0671969	0.0670461	0.251529	0.250965	-2.70013	-2.70238	1.31993	0.170396
12	-55845.07	-55839.75	-5.322023	0.0256726	0.0290532	0.0319946	0.0362077	-3.66233	-3.53863	0.220143	0.923799	0.002991288	0.1659513	0.004862191	0.02834471	0.0982002	0.0669178	0.0425917	0.79229	0.0731696	0.0670461	0.273886	0.250965	-2.61497	-2.70238	1.31993	0.994807
13	-55875.01	-55869.19	-5.822887	0.0236288	0.03511	0.0294475	0.043756	-3.74529	-3.34927	0.220143	0.923799	0.01480691	0.1999727	0.004862191	0.0248961	0.114752	0.0781971	0.0497708	0.75728	0.0731696	0.073184	0.273886	0.27394	-2.61497	-2.61478	1.31993	1.61143
14	-55850.06	-55843.96	-6.106626	0.0236288	0.0267396	0.0286025	0.032368	-3.74529	-3.62161	0.191025	0.510379	0.007276963	0.1999727	0.004862191	0.0357142	0.114752	0.0781971	0.0497708	0.75728	0.071928	0.0635957	0.306593	0.271077	-2.63209	-2.75521	1.44986	1.61143
