Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56414.51	-56411.29	-3.215937	0.0118648	0.037905	-4.43418	-3.27267	-2.11278	-2.07149	0.006420941	0.02975942	0.167415	0.832585	0.120902	0.125998
1	-56402.65	-56398.52	-4.124192	0.0118648	0.0187704	-4.43418	-3.97548	-1.987	-2.02548	0.006562535	0.04301129	0.167415	0.832585	0.137106	0.13193
2	-56418.81	-56416.06	-2.752092	0.0189752	0.0314873	-3.96462	-3.45817	-2.08855	-2.02548	0.006562535	0.03046835	0.24418	0.75582	0.123867	0.13193
3	-56396.69	-56390.16	-6.534768	0.00275824	0.0273424	-5.89316	-3.59931	-2.05217	-1.94549	0.006562535	0.02934035	0.24418	0.75582	0.128456	0.142917
4	-56416.61	-56413.15	-3.454503	0.022883	0.0160735	-3.77736	-4.13058	-2.04091	-1.97093	0.004915939	0.05477825	0.24418	0.75582	0.12991	0.139328
5	-56407.66	-56402.79	-4.864791	0.00513253	0.0346748	-5.27216	-3.36174	-2.04091	-1.83164	0.004915939	0.0360672	0.84867	0.15133	0.12991	0.160151
6	-56402.57	-56399.35	-3.218171	0.0120259	0.0317411	-4.42069	-3.45014	-2.07444	-2.02024	0.006181378	0.02421676	0.84867	0.15133	0.125626	0.132623
7	-56406.65	-56403.38	-3.272342	0.0137103	0.0317411	-4.28961	-3.45014	-2.07444	-2.08596	0.006181378	0.03953763	0.84867	0.15133	0.125626	0.124188
8	-56434.9	-56432.3	-2.604901	0.0273328	0.0269834	-3.59967	-3.61253	-2.07444	-2.06165	0.006181378	0.03953763	0.84867	0.15133	0.125626	0.127244
9	-56405.88	-56402.68	-3.200826	0.0273328	0.0162416	-3.59967	-4.12018	-1.95889	-2.06041	0.006181378	0.03953763	0.549638	0.450362	0.141014	0.127401
10	-56410.51	-56406.94	-3.568027	0.00870443	0.0459666	-4.74392	-3.07984	-2.0624	-2.07728	0.004347319	0.03953763	0.549638	0.450362	0.127148	0.12527
11	-56402.78	-56398.93	-3.849106	0.00690733	0.0393085	-4.97517	-3.23631	-2.0179	-2.07728	0.004789972	0.02250751	0.549638	0.450362	0.132935	0.12527
12	-56409.9	-56407.56	-2.346695	0.0181203	0.0393085	-4.01072	-3.23631	-2.0386	-1.96415	0.004789972	0.02250751	0.472532	0.527468	0.130211	0.140275
13	-56400.19	-56397.29	-2.901808	0.0137345	0.0393085	-4.28784	-3.23631	-2.01029	-1.96415	0.004024455	0.03738661	0.472532	0.527468	0.13395	0.140275
14	-56428.15	-56425.04	-3.114129	0.0206173	0.0220909	-3.88162	-3.81259	-2.04677	-1.82782	0.004024455	0.05341012	0.538151	0.461849	0.129151	0.160764
15	-56413.58	-56410.98	-2.606141	0.0206173	0.0308433	-3.88162	-3.47884	-1.94726	-1.90543	0.004024455	0.03812824	0.538151	0.461849	0.142665	0.148758
16	-56455.96	-56454.07	-1.887022	0.0322378	0.0509086	-3.43462	-2.97772	-1.94726	-2.21415	0.004953187	0.03812824	0.539241	0.460759	0.142665	0.109246
17	-56440.71	-56438.09	-2.612185	0.0322378	0.0241961	-3.43462	-3.72157	-1.89892	-2.21415	0.004953187	0.0505674	0.70203	0.29797	0.149731	0.109246
18	-56432.98	-56431.31	-1.677414	0.0335697	0.0373835	-3.39413	-3.28653	-1.95865	-1.96197	0.004953187	0.01788739	0.438947	0.561053	0.141048	0.140582
19	-56407.01	-56404.88	-2.126562	0.0274845	0.0373835	-3.59413	-3.28653	-1.95865	-2.00777	0.004999309	0.0307921	0.618001	0.381999	0.141048	0.134288
20	-56403.21	-56399.94	-3.277108	0.0274845	0.0148107	-3.59413	-4.21241	-1.97063	-2.08601	0.00573587	0.03975728	0.17434	0.82566	0.13937	0.124182
21	-56399.45	-56395.53	-3.928298	0.0155758	0.0148107	-4.16204	-4.21241	-1.97063	-2.04268	0.00573587	0.03975728	0.17434	0.82566	0.13937	0.129681
22	-56417.06	-56413.96	-3.099349	0.0149538	0.032779	-4.20279	-3.41797	-1.9212	-2.04268	0.006022111	0.03567912	0.479089	0.520911	0.146431	0.129681
23	-56398.52	-56395.38	-3.140101	0.0149538	0.032779	-4.20279	-3.41797	-2.00287	-2.04313	0.005918391	0.04067296	0.479089	0.520911	0.134948	0.129622
24	-56422.53	-56417.56	-4.971853	0.0309341	0.00424684	-3.4759	-5.46158	-1.969	-2.17004	0.004092027	0.02248539	0.233537	0.766463	0.139596	0.114173
25	-56435.81	-56433.19	-2.617267	0.0224817	0.01694	-3.79505	-4.07808	-1.97029	-2.17004	0.004092027	0.01533367	0.719024	0.280976	0.139416	0.114173
26	-56426.55	-56421.33	-5.222325	0.00426251	0.0194284	-5.4579	-3.94102	-2.02223	-2.17004	0.004092027	0.01533367	0.28357	0.71643	0.13236	0.114173
27	-56402.22	-56399.02	-3.196172	0.0214583	0.0164369	-3.84164	-4.10823	-2.00749	-2.15023	0.0058027	0.0283068	0.754956	0.245044	0.134326	0.116457
28	-56405.62	-56402.54	-3.080239	0.0214583	0.0225673	-3.84164	-3.79126	-2.00749	-2.11377	0.0058027	0.04552281	0.254734	0.745266	0.134326	0.120782
29	-56406.69	-56402.28	-4.408061	0.00613626	0.0428043	-5.09354	-3.15112	-2.05746	-1.91371	0.004557496	0.04552281	0.516415	0.483585	0.127778	0.147532
30	-56417.66	-56413.92	-3.746381	0.00796887	0.0590524	-4.83221	-2.82933	-2.0628	-1.91975	0.004557496	0.04552281	0.516415	0.483585	0.127098	0.146644
31	-56426.75	-56422.94	-3.812144	0.00796887	0.0746001	-4.83221	-2.59561	-2.0628	-1.94558	0.006440882	0.04272254	0.516415	0.483585	0.127098	0.142905
32	-56435.33	-56431.25	-4.087799	0.00796887	0.029382	-4.83221	-3.52737	-1.92405	-1.94558	0.006440882	0.02620711	0.387171	0.612829	0.146015	0.142905
33	-56405.57	-56403.19	-2.375819	0.017081	0.0432697	-4.06979	-3.1403	-2.00408	-1.95039	0.004131158	0.02620711	0.0938925	0.906108	0.134785	0.142219
34	-56427.91	-56424.65	-3.257969	0.017081	0.0231293	-4.06979	-3.76666	-1.92805	-2.04541	0.004131158	0.05195384	0.134217	0.865783	0.145431	0.129327
35	-56414.71	-56407.83	-6.883301	0.0064446	0.00565046	-5.04451	-5.17602	-2.13004	-2.02871	0.00324027	0.05195384	0.134217	0.865783	0.118833	0.131506
36	-56401.15	-56396.65	-4.494133	0.0109175	0.0124736	-4.51739	-4.38414	-2.09385	-2.02871	0.003741541	0.04246125	0.134217	0.865783	0.123211	0.131506
37	-56391.79	-56385.65	-6.138337	0.00517972	0.0109643	-5.263	-4.51311	-2.09385	-2.11755	0.005885466	0.03153223	0.901534	0.0984662	0.123211	0.120326
38	-56403.8	-56400.15	-3.655565	0.0118678	0.0263376	-4.43392	-3.63676	-2.05662	-1.95665	0.007432936	0.03153223	0.901534	0.0984662	0.127885	0.141332
39	-56412.49	-56409.42	-3.069984	0.015527	0.0329129	-4.16517	-3.41389	-2.07646	-1.95665	0.007432936	0.03153223	0.901534	0.0984662	0.125373	0.141332
40	-56403.02	-56398.07	-4.952957	0.00424564	0.0673808	-5.46186	-2.6974	-2.06854	-1.94037	0.007432936	0.02681281	0.901534	0.0984662	0.12637	0.143651
41	-56401.04	-56393.81	-7.224471	0.00166974	0.0534214	-6.39509	-2.92954	-2.06854	-1.94037	0.004481212	0.02681281	0.901534	0.0984662	0.12637	0.143651
42	-56407.13	-56402.28	-4.852798	0.00410823	0.0534214	-5.49476	-2.92954	-2.1028	-2.01859	0.00467306	0.02681281	0.901534	0.0984662	0.122114	0.132842
43	-56429.2	-56426.58	-2.614083	0.014669	0.0827973	-4.22202	-2.49136	-2.05816	-1.88164	0.00467306	0.03824559	0.506118	0.493882	0.127689	0.15234
44	-56420.68	-56418.05	-2.630105	0.014669	0.0775519	-4.22202	-2.55681	-2.03661	-1.87558	0.00467306	0.03824559	0.711292	0.288708	0.130471	0.153267
45	-56406.26	-56402.73	-3.53718	0.0101395	0.0355717	-4.59132	-3.33621	-2.08899	-1.87558	0.00467306	0.03824559	0.807549	0.192451	0.123812	0.153267
46	-56422.06	-56418.87	-3.186673	0.0108447	0.0347477	-4.52408	-3.35964	-2.02227	-1.85116	0.006112987	0.01738672	0.807549	0.192451	0.132355	0.157055
47	-56445.07	-56441.09	-3.983661	0.0108447	0.0292995	-4.52408	-3.53018	-2.03333	-1.73071	0.007400523	0.04616743	0.807549	0.192451	0.130899	0.177158
48	-56419.94	-56415.48	-4.465698	0.0115719	0.0163022	-4.45918	-4.11645	-2.03333	-1.88438	0.007400523	0.04616743	0.738484	0.261516	0.130899	0.151923
49	-56403.68	-56399.5	-4.180381	0.0115719	0.0193908	-4.45918	-3.94295	-2.0471	-2.02956	0.007400523	0.0437459	0.0619439	0.938056	0.129109	0.131393
50	-56432.68	-56428.62	-4.061727	0.0115719	0.025633	-4.45918	-3.66387	-2.01921	-1.95321	0.0101126	0.0437459	0.0619439	0.938056	0.13276	0.141818
51	-56420.77	-56410.12	-10.65059	0.000963309	0.0146668	-6.94514	-4.22217	-2.12905	-2.18252	0.006727774	0.05210723	0.0619439	0.938056	0.11895	0.112756
52	-56404.15	-56392.2	-11.95332	0.000963309	0.00599531	-6.94514	-5.11678	-2.12905	-2.03501	0.006727774	0.03311403	0.455518	0.544482	0.11895	0.130679
53	-56394.86	-56389.79	-5.066053	0.0079643	0.0125236	-4.83279	-4.38014	-2.0116	-2.23231	0.005178891	0.03436069	0.439979	0.560021	0.133774	0.10728
54	-56393.6	-56389.82	-3.785173	0.0136283	0.0154551	-4.29561	-4.16982	-2.0116	-2.10722	0.005178891	0.02742358	0.191586	0.808414	0.133774	0.121576
55	-56400.07	-56396.26	-3.804675	0.0136283	0.0154551	-4.29561	-4.16982	-2.06295	-2.19436	0.005178891	0.02958885	0.191586	0.808414	0.127079	0.11143
56	-56415.89	-56411.2	-4.689652	0.0136283	0.00882483	-4.29561	-4.73019	-2.11498	-2.19436	0.004240893	0.03756594	0.915859	0.0841408	0.120636	0.11143
57	-56414.76	-56411.69	-3.072361	0.0136283	0.0279535	-4.29561	-3.57721	-1.9577	-2.19436	0.004462376	0.02898018	0.915859	0.0841408	0.141183	0.11143
58	-56438.33	-56435.8	-2.533311	0.0320361	0.0279535	-3.44089	-3.57721	-1.9577	-1.78569	0.004462376	0.05310828	0.915859	0.0841408	0.141183	0.167681
59	-56435.01	-56432.66	-2.342474	0.0320361	0.0279535	-3.44089	-3.57721	-1.92769	-1.78569	0.004462376	0.03685519	0.860441	0.139559	0.145483	0.167681
60	-56431.28	-56428.94	-2.337443	0.0234285	0.0654427	-3.7538	-2.72658	-2.04813	-1.78569	0.007296642	0.03685519	0.122445	0.877555	0.128976	0.167681
61	-56423.15	-56420.84	-2.318044	0.0234285	0.0590679	-3.7538	-2.82907	-1.95627	-2.04284	0.007296642	0.03685519	0.122445	0.877555	0.141384	0.12966
62	-56438.87	-56435.98	-2.890904	0.0234285	0.0267207	-3.7538	-3.62232	-1.93713	-1.79996	0.006944538	0.03685519	0.507429	0.492571	0.144117	0.165305
63	-56403.97	-56401.22	-2.754729	0.0234285	0.0267207	-3.7538	-3.62232	-2.00694	-1.97884	0.006123375	0.03685519	0.0811439	0.918856	0.134399	0.13823
64	-56431.26	-56428.28	-2.983306	0.0200308	0.0203419	-3.91048	-3.89507	-1.95476	-1.97884	0.002544464	0.05330488	0.0811439	0.918856	0.141599	0.13823
65	-56416.23	-56413.63	-2.595238	0.0273701	0.0203419	-3.5983	-3.89507	-1.99424	-1.97884	0.005523534	0.02332638	0.0811439	0.918856	0.136118	0.13823
66	-56416.02	-56413.95	-2.067921	0.0273701	0.0312626	-3.5983	-3.46533	-1.99424	-1.97884	0.004512337	0.02332638	0.750233	0.249767	0.136118	0.13823
67	-56407.39	-56403.84	-3.547973	0.0089118	0.0312626	-4.72038	-3.46533	-2.09502	-1.97884	0.004512337	0.02332638	0.863573	0.136427	0.123068	0.13823
68	-56421.4	-56418.05	-3.345226	0.0089118	0.0325622	-4.72038	-3.4246	-2.09502	-1.97884	0.003223974	0.02332638	0.660426	0.339574	0.123068	0.13823
69	-56398.81	-56394.32	-4.491784	0.0158013	0.00908221	-4.14766	-4.70144	-2.033	-1.97884	0.005093654	0.03199731	0.660426	0.339574	0.130943	0.13823
70	-56394.87	-56391.36	-3.505319	0.0119737	0.0222931	-4.42505	-3.80348	-2.01108	-2.07178	0.005093654	0.02613201	0.469679	0.530321	0.133844	0.125962
71	-56409.48	-56402.26	-7.221185	0.00211397	0.0222931	-6.15919	-3.80348	-2.15472	-2.07844	0.005093654	0.02613201	0.816722	0.183278	0.115936	0.125125
