Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-58359.69	-58351.73	-7.953726	0.0425614	0.0504728	-3.15681	-2.98632	-3.37669	-1.55115	0.6274762	1.036298	0.604203	0.395797	0.0341602	0.212004
1	-57623.05	-57611.45	-11.59892	0.0425614	0.0504728	-3.15681	-2.98632	-2.04944	-4.70794	0.6274762	2.718497	0.354947	0.645053	0.128806	0.00902334
2	-59595.62	-59588.33	-7.284724	0.120949	1.27164	-2.11239	0.24031	-2.04944	-4.70794	0.0316091	0.1153018	0.354947	0.645053	0.128806	0.00902334
3	-58444.93	-58442.02	-2.910517	0.156999	0.106491	-1.85152	-2.23969	-2.04944	-2.26868	0.0316091	0.1153018	0.594312	0.405688	0.128806	0.103448
4	-59006.12	-59000.96	-5.165033	0.170382	0.500835	-1.76971	-0.691478	-0.873685	-2.26868	0.0846494	0.1153018	0.386383	0.613617	0.41741	0.103448
5	-62136.88	-62129.97	-6.908297	0.170382	0.500835	-1.76971	-0.691478	-1.12213	-2.26868	0.5555023	0.2660281	0.391151	0.608849	0.325585	0.103448
6	-58810.54	-58802.72	-7.824101	0.0342331	0.0160736	-3.37456	-4.13058	-1.41574	-2.47352	0.5555023	0.5205237	0.833721	0.166279	0.242746	0.0842873
7	-58744.74	-58738.01	-6.725556	0.0449311	0.0411089	-3.10262	-3.19153	-1.41574	-2.47017	0.5555023	0.5205237	0.898755	0.101245	0.242746	0.0845703
8	-59476.4	-59471.29	-5.10785	0.0449311	0.765954	-3.10262	-0.266634	-1.53789	-2.00264	0.006031823	0.5205237	0.898755	0.101245	0.214835	0.134979
9	-56565.72	-56563.91	-1.805909	0.0449311	0.110212	-3.10262	-2.20535	-1.8377	-2.00264	0.006031823	0.04921003	0.172741	0.827259	0.159184	0.134979
10	-57517.98	-57517.04	-0.9381265	0.117406	0.110212	-2.14212	-2.20535	-1.8377	-2.00264	0.0003640809	0.173876	0.172741	0.827259	0.159184	0.134979
11	-58588.6	-58585.03	-3.578301	0.0394269	0.225682	-3.23331	-1.48863	-1.8377	-2.00264	0.003826666	0.5348033	0.172741	0.827259	0.159184	0.134979
12	-60597.9	-60593.89	-4.005819	0.28725	0.0706525	-1.2474	-2.64998	-1.8377	-1.59458	0.008025976	0.5348033	0.488443	0.511557	0.159184	0.202993
13	-58847.89	-58842.62	-5.268688	0.107318	0.764927	-2.23196	-0.267975	-1.79989	-1.30326	0.008025976	0.5348033	0.392066	0.607934	0.165317	0.271644
