Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-65366.06	-65356.02	-10.03823	0.0155544	1.17256	-4.16341	0.159188	-2.16918	-1.66298	0.6174196	0.7345303	0.976853	0.0231472	0.114272	0.189573
1	-66399.42	-66391.78	-7.643746	0.0811702	0.443815	-2.51121	-0.812348	-3.37937	-2.24739	0.6054974	0.7345303	0.819891	0.180109	0.0340688	0.105675
2	-61748.73	-61742.01	-6.719896	0.440324	0.141924	-0.820244	-1.95246	-1.4883	-1.68048	0.2086806	0.7345303	0.941373	0.0586269	0.225756	0.186285
3	-60638.85	-60632.74	-6.113811	0.041463	0.0403109	-3.18295	-3.21113	-3.23355	-2.86525	0.2139327	0.5368739	0.941373	0.0586269	0.0394171	0.0569687
4	-60579.21	-60570.83	-8.387112	0.0854235	0.0403109	-2.46013	-3.21113	-4.13868	-0.812862	0.6167425	0.5368739	0.962756	0.0372439	0.0159439	0.443587
5	-67600.02	-67591.52	-8.493745	0.0423398	0.35966	-3.16203	-1.0226	-4.13868	-2.33874	0.8272842	0.5368739	0.962756	0.0372439	0.0159439	0.0964494
6	-58253.85	-58250.27	-3.575097	0.024525	0.174521	-3.70806	-1.74571	-1.37558	-2.33874	0.1011832	0.01816678	0.977704	0.0222956	0.252692	0.0964494
7	-60782.92	-60778.08	-4.835776	0.024525	0.0912594	-3.70806	-2.39405	-2.25655	-0.280339	0.1011832	0.0263892	0.977704	0.0222956	0.104711	0.755528
8	-60006.87	-60000.73	-6.137272	0.024525	0.374516	-3.70806	-0.98212	-2.87881	-0.280339	0.1011832	0.0718744	0.977704	0.0222956	0.0562016	0.755528
9	-68112.43	-68103.51	-8.928631	0.31291	0.347108	-1.16184	-1.05812	-2.87881	-1.48679	0.1830705	2.296899	0.977704	0.0222956	0.0562016	0.226097
10	-60522.95	-60517.55	-5.404786	0.291714	0.422779	-1.23198	-0.860905	-1.11711	-1.48679	0.1830705	0.05941804	0.977704	0.0222956	0.327225	0.226097
11	-59256.73	-59251.82	-4.913483	0.210156	0.376892	-1.5599	-0.975796	-1.11711	-2.81702	0.1830705	0.05941804	0.977704	0.0222956	0.327225	0.059784
12	-58171.23	-58163.99	-7.241446	0.0434327	0.033319	-3.13654	-3.40163	-2.96202	-1.73742	0.4179747	0.9013188	0.977704	0.0222956	0.0517143	0.175974
13	-60715.49	-60712.65	-2.838253	0.038826	0.033319	-3.24866	-3.40163	-1.67472	-1.90689	0.0001422763	0.9013188	0.977704	0.0222956	0.187361	0.148542
14	-61014.18	-61010.23	-3.950639	0.0279839	0.046374	-3.57613	-3.07102	-2.9214	-1.89593	0.001241798	0.9013188	0.977704	0.0222956	0.0538584	0.150179
15	-59738.93	-59733.42	-5.51696	0.0169463	0.046374	-4.07771	-3.07102	-2.9214	-1.89593	0.009335393	0.9013188	0.81428	0.18572	0.0538584	0.150179
16	-61321.3	-61316.22	-5.087188	0.0808609	0.0215638	-2.51503	-3.83674	-3.0256	-1.89593	0.009335393	0.9013188	0.709597	0.290403	0.0485287	0.150179
