Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56587.34	-56582.7	-4.633286	0.0053558	0.0263182	-5.22958	-3.63749	-2.27659	-2.37973	0.002443883	0.04213517	0.695524	0.304476	0.102634	0.0925753
1	-56729.46	-56722.45	-7.017279	0.0053558	0.0162324	-5.22958	-4.12074	-2.17161	-2.07278	0.02490441	0.1249795	0.558527	0.441473	0.113994	0.125836
2	-56922.8	-56919.55	-3.244147	0.0673228	0.0368311	-2.69826	-3.30141	-2.02968	-2.07278	0.02490441	0.1371883	0.607708	0.392292	0.131377	0.125836
3	-56878.92	-56875.77	-3.148398	0.0738861	0.0368311	-2.60523	-3.30141	-1.60345	-2.07278	0.01610282	0.1371883	0.607708	0.392292	0.2012	0.125836
4	-57282.46	-57279.17	-3.293393	0.0738861	0.314476	-2.60523	-1.15685	-1.86524	-2.07278	0.02437464	0.118235	0.0915805	0.908419	0.154859	0.125836
5	-56620.84	-56619.74	-1.103963	0.0738861	0.100762	-2.60523	-2.29499	-1.69955	-1.98716	0.01289439	0.008018497	0.0915805	0.908419	0.182766	0.137084
6	-56651.52	-56650.71	-0.8107769	0.0738861	0.139432	-2.60523	-1.97018	-1.93944	-1.71465	0.006595261	0.008018497	0.0915805	0.908419	0.143785	0.180027
7	-56563.91	-56563.15	-0.7617942	0.0738861	0.0599415	-2.60523	-2.81439	-1.72771	-1.97017	0.006595261	0.006810231	0.0915805	0.908419	0.17769	0.139433
8	-56582.82	-56581.8	-1.025491	0.0738861	0.0346783	-2.60523	-3.36164	-1.72771	-2.31136	0.006595261	0.006810231	0.155275	0.844725	0.17769	0.0991259
9	-56522.78	-56519.91	-2.8777	0.0738861	0.0139346	-2.60523	-4.27338	-1.72455	-2.31136	0.007810645	0.03043794	0.276779	0.723221	0.178253	0.0991259
10	-56905.31	-56902.49	-2.824984	0.0187895	0.0398394	-3.97446	-3.2229	-1.77081	-3.28052	0.01363942	0.01090673	0.200324	0.799676	0.170194	0.0376088
11	-56896.03	-56893.78	-2.248132	0.0484987	0.055777	-3.02622	-2.88639	-2.02009	-3.08782	0.01363942	0.03554457	0.200324	0.799676	0.132643	0.0456011
12	-56480.16	-56476.38	-3.776472	0.0100777	0.055777	-4.59743	-2.88639	-1.92153	-2.0062	0.01363942	0.03433448	0.200324	0.799676	0.146383	0.134499
13	-56555.12	-56551.66	-3.465785	0.0100777	0.0971228	-4.59743	-2.33178	-1.92153	-1.50437	0.01363942	0.01613706	0.200324	0.799676	0.146383	0.222158
14	-56757.28	-56753.69	-3.593468	0.00826634	0.0971228	-4.79556	-2.33178	-2.3882	-1.85186	0.01363942	0.01613706	0.46248	0.53752	0.0917947	0.156945
15	-56664.85	-56663.44	-1.409832	0.0292716	0.13163	-3.53114	-2.02776	-1.98624	-1.33964	0.01363942	0.003189898	0.46248	0.53752	0.13721	0.26194
16	-56876.86	-56874.3	-2.558789	0.0292716	0.0515631	-3.53114	-2.96495	-2.21042	-1.26589	0.01223112	0.02554092	0.283702	0.716298	0.109655	0.281987
17	-56526.31	-56522.45	-3.854879	0.00719404	0.193872	-4.9345	-1.64056	-2.08272	-1.23627	0.008414389	0.00944935	0.283702	0.716298	0.124591	0.290466
18	-56609.73	-56607.63	-2.102651	0.0494867	0.152074	-3.00605	-1.88339	-2.08272	-1.43233	0.008414389	0.04351572	0.283702	0.716298	0.124591	0.238751
19	-56534.15	-56530.08	-4.074719	0.0284011	0.011502	-3.56133	-4.46523	-2.08272	-2.07614	0.01334002	0.04351572	0.476582	0.523418	0.124591	0.125414
20	-56579.03	-56575.91	-3.121154	0.0101696	0.0300394	-4.58835	-3.50525	-2.06825	-2.5295	0.01334002	0.005205402	0.476582	0.523418	0.126407	0.0796985
21	-56644.82	-56641.69	-3.130787	0.0101696	0.0300394	-4.58835	-3.50525	-1.82312	-2.63097	0.009481362	0.006332934	0.476582	0.523418	0.161521	0.0720083
22	-56667.57	-56666.93	-0.6424334	0.0952895	0.102689	-2.35084	-2.27605	-1.71326	-2.17578	0.007531344	0.006332934	0.803319	0.196681	0.180278	0.113519
23	-56686.69	-56685.39	-1.292337	0.0987333	0.0271968	-2.31533	-3.60465	-1.60682	-2.42619	0.007531344	0.006332934	0.803319	0.196681	0.200524	0.0883731
24	-56696.38	-56695.37	-1.012808	0.0987333	0.0948217	-2.31533	-2.35576	-1.60682	-1.73685	0.01129391	0.006332934	0.803319	0.196681	0.200524	0.176073
25	-56909.14	-56907.43	-1.714131	0.0987333	0.0807996	-2.31533	-2.51578	-1.40751	-1.90671	0.01129391	0.02170741	0.803319	0.196681	0.244753	0.148568
26	-56829.57	-56826.41	-3.163311	0.132186	0.0227425	-2.02354	-3.78352	-1.41754	-1.89744	0.01129391	0.07268926	0.569015	0.430985	0.24231	0.149952
27	-56966.81	-56964.01	-2.797611	0.132186	0.0538253	-2.02354	-2.92201	-1.41754	-2.16845	0.02172917	0.07268926	0.877441	0.122559	0.24231	0.114355
28	-56969.02	-56963.12	-5.898689	0.132186	0.00515628	-2.02354	-5.26754	-1.41754	-2.43251	0.01985496	0.09020352	0.877441	0.122559	0.24231	0.0878161
29	-57204.12	-57201.1	-3.015385	0.208234	0.139267	-1.56909	-1.97136	-1.41754	-1.88338	0.01985496	0.09020352	0.877441	0.122559	0.24231	0.152075
30	-57285.59	-57282.71	-2.878141	0.0815585	0.139267	-2.50643	-1.97136	-1.38674	-1.7951	0.01985496	0.09020352	0.877441	0.122559	0.249889	0.16611
31	-57364.75	-57361.35	-3.396056	0.228486	0.139267	-1.47628	-1.97136	-1.42424	-1.26497	0.01985496	0.09020352	0.740534	0.259466	0.240692	0.282248
32	-57600.72	-57597.23	-3.494723	0.0678888	0.139267	-2.68988	-1.97136	-1.42424	-1.26497	0.01657053	0.1698163	0.571742	0.428258	0.240692	0.282248
33	-57082.06	-57077.81	-4.253807	0.0357546	0.022543	-3.33108	-3.79233	-2.18508	-2.49344	0.03270132	0.1698163	0.281371	0.718629	0.112469	0.0826251
34	-56737.84	-56735.96	-1.883935	0.0357546	0.0820658	-3.33108	-2.50023	-1.83342	-2.80558	0.01072658	0.02217637	0.281371	0.718629	0.159866	0.0604719
35	-56802.67	-56801.47	-1.203516	0.0651557	0.034103	-2.73098	-3.37837	-1.89565	-2.80558	0.001591073	0.03347619	0.281371	0.718629	0.150221	0.0604719
36	-56553.85	-56551.69	-2.159108	0.0651557	0.034103	-2.73098	-3.37837	-1.90128	-1.92701	0.01130647	0.03347619	0.319694	0.680306	0.149377	0.145583
37	-57046.09	-57043.26	-2.823465	0.0651557	0.124306	-2.73098	-2.08501	-1.88406	-1.85807	0.01130647	0.1911715	0.560198	0.439802	0.151972	0.155973
38	-56754.35	-56754.04	-0.313243	0.0758467	0.0957429	-2.57904	-2.34609	-1.93105	-1.85807	0.01130647	0.002119052	0.362348	0.637652	0.144996	0.155973
39	-56656.75	-56657.04	0.2908934	0.0444851	0.0684688	-3.1126	-2.68138	-1.97458	-1.85807	0.006562495	0.0006800472	0.591902	0.408098	0.13882	0.155973
40	-56727.58	-56726.02	-1.559831	0.0444851	0.0251364	-3.1126	-3.68344	-2.12552	-1.61416	0.005546161	0.007885442	0.69773	0.30227	0.119371	0.199058
41	-56827.79	-56826.03	-1.754153	0.0406451	0.0307326	-3.20288	-3.48243	-2.16091	-1.31337	0.00163046	0.03413488	0.69773	0.30227	0.11522	0.268912
42	-56574.99	-56573.51	-1.476901	0.0406451	0.0307326	-3.20288	-3.48243	-1.81313	-2.41098	0.00163046	0.03413488	0.518811	0.481189	0.163142	0.0897275
43	-56499.21	-56497.18	-2.029542	0.0406451	0.0335213	-3.20288	-3.39557	-1.81313	-2.41098	0.007268503	0.0267346	0.0664538	0.933546	0.163142	0.0897275
44	-56769.21	-56767.51	-1.708449	0.0230527	0.0502988	-3.76997	-2.98977	-1.81313	-2.60911	0.01913594	0.003307295	0.451903	0.548097	0.163142	0.0736004
