Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56388.33	-56382.59	-5.741421	0.00472407	0.0174229	-5.35508	-4.04997	-2.05814	-2.12147	0.006183003	0.03353343	0.194451	0.805549	0.127691	0.119856
1	-56388.99	-56383.57	-5.422283	0.00472407	0.0231006	-5.35508	-3.7679	-2.07071	-2.06541	0.006183003	0.03353343	0.16868	0.83132	0.126096	0.126767
2	-56390.26	-56382.11	-8.156813	0.00164194	0.0231006	-6.41188	-3.7679	-2.06036	-2.06541	0.006183003	0.03353343	0.636185	0.363815	0.127409	0.126767
3	-56390.38	-56382.22	-8.159618	0.00164194	0.0231006	-6.41188	-3.7679	-2.0768	-2.06541	0.006183003	0.03389581	0.636185	0.363815	0.12533	0.126767
4	-56394.21	-56386.28	-7.931491	0.00164194	0.0260305	-6.41188	-3.64849	-2.0768	-2.09935	0.004495294	0.0378573	0.768965	0.231035	0.12533	0.122536
5	-56388.41	-56378.14	-10.27206	0.00164194	0.00570642	-6.41188	-5.16616	-2.0768	-2.09229	0.005074801	0.03627206	0.170716	0.829284	0.12533	0.123404
6	-56394.43	-56387.06	-7.373505	0.00437929	0.00728219	-5.43087	-4.92232	-2.0699	-2.20167	0.006868878	0.03669808	0.353344	0.646656	0.126198	0.110618
7	-56396.9	-56386.13	-10.76658	0.00453537	0.00169228	-5.39585	-6.38168	-2.07128	-2.20167	0.006868878	0.03299337	0.353344	0.646656	0.126024	0.110618
8	-56389	-56380.89	-8.116785	0.00422022	0.00468097	-5.46787	-5.36425	-2.06207	-2.20167	0.004708381	0.03299337	0.14912	0.85088	0.12719	0.110618
9	-56388.01	-56379.05	-8.96081	0.00297667	0.00468097	-5.81695	-5.36425	-2.07183	-2.15958	0.004708381	0.03299337	0.154957	0.845043	0.125955	0.115374
10	-56388.43	-56380.58	-7.849382	0.00476631	0.00468097	-5.34618	-5.36425	-2.0468	-2.17575	0.004708381	0.03299337	0.267529	0.732471	0.129147	0.113523
11	-56388.62	-56381.53	-7.089105	0.00476631	0.00694774	-5.34618	-4.96934	-2.03695	-2.18768	0.005250472	0.03299337	0.267529	0.732471	0.130426	0.112177
