Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56407.05	-56401.41	-5.645764	0.00915756	0.00778956	-4.69318	-4.85497	-2.06369	-2.14986	0.007761863	0.02507806	0.195716	0.804284	0.126984	0.1165
1	-56398.67	-56393.99	-4.678962	0.00841887	0.0135745	-4.77728	-4.29956	-2.06369	-2.22907	0.005134469	0.02568984	0.195716	0.804284	0.126984	0.107628
2	-56395.86	-56391.62	-4.245283	0.00841887	0.0215181	-4.77728	-3.83886	-2.0464	-2.20299	0.005134469	0.03390145	0.630963	0.369037	0.129199	0.110472
3	-56400.14	-56394.72	-5.416087	0.00499921	0.0215181	-5.29847	-3.83886	-2.00936	-1.97779	0.004990263	0.04179275	0.483218	0.516782	0.134074	0.138375
4	-56394.88	-56390.64	-4.237228	0.00749447	0.0331184	-4.89359	-3.40767	-2.04753	-2.00691	0.005626788	0.04179275	0.361104	0.638896	0.129053	0.134403
5	-56396.39	-56392.41	-3.981367	0.00772866	0.0449629	-4.86282	-3.10192	-2.04753	-1.9767	0.006991816	0.03422449	0.361104	0.638896	0.129053	0.138526
6	-56403.24	-56399.19	-4.042033	0.00772866	0.0449629	-4.86282	-3.10192	-2.04753	-1.91821	0.005889515	0.04372532	0.181721	0.818279	0.129053	0.146869
7	-56392.57	-56388.36	-4.209695	0.00621994	0.0449629	-5.07999	-3.10192	-2.03584	-2.0186	0.00558402	0.03008516	0.269445	0.730555	0.130571	0.132841
8	-56401.86	-56398.4	-3.460981	0.0158907	0.0200483	-4.14202	-3.90961	-2.03584	-1.9216	0.00558402	0.0356643	0.13436	0.86564	0.130571	0.146372
9	-56394.13	-56389.75	-4.37955	0.0058044	0.0380182	-5.14914	-3.26969	-2.03584	-2.09651	0.00558402	0.02676388	0.13436	0.86564	0.130571	0.122884
10	-56388.88	-56381.56	-7.317713	0.0024403	0.0168724	-6.01563	-4.08208	-2.09412	-2.09651	0.005527327	0.03239017	0.13436	0.86564	0.123179	0.122884
11	-56389.96	-56386.17	-3.795114	0.0103355	0.0247742	-4.57217	-3.69795	-2.02192	-2.05702	0.005655041	0.03239017	0.13436	0.86564	0.132401	0.127835
12	-56390.93	-56384.26	-6.668128	0.00498912	0.00848222	-5.3005	-4.76978	-2.04807	-2.03476	0.005655041	0.03239017	0.490972	0.509028	0.128983	0.130712
13	-56395.62	-56387.98	-7.643093	0.00439581	0.00515786	-5.4271	-5.26723	-2.04807	-2.1816	0.003842492	0.0288007	0.304952	0.695048	0.128983	0.112861
14	-56392.34	-56388.29	-4.046117	0.0104358	0.0183926	-4.56251	-3.99581	-2.00725	-2.09721	0.005678953	0.0288007	0.304952	0.695048	0.134357	0.122798
15	-56394.55	-56391.01	-3.53856	0.013899	0.0183926	-4.27594	-3.99581	-2.01423	-2.14052	0.005254995	0.02753899	0.175336	0.824664	0.133423	0.117593
16	-56407.93	-56404.15	-3.778729	0.013899	0.0183926	-4.27594	-3.99581	-2.08018	-2.16809	0.005254995	0.04443814	0.175336	0.824664	0.124908	0.114396
17	-56390.17	-56386.26	-3.9096	0.012129	0.0169322	-4.41216	-4.07854	-2.03055	-2.08113	0.005254995	0.03097178	0.175336	0.824664	0.131263	0.124789
18	-56391.21	-56387.14	-4.072066	0.012129	0.0169322	-4.41216	-4.07854	-2.01376	-2.0854	0.005523081	0.03981867	0.175336	0.824664	0.133486	0.124258
19	-56392.6	-56388.68	-3.918203	0.012129	0.0169322	-4.41216	-4.07854	-2.01376	-2.14032	0.004421388	0.03741798	0.462177	0.537823	0.133486	0.117618
20	-56398.6	-56395.61	-2.991173	0.0132632	0.0389857	-4.32276	-3.24456	-2.01376	-2.02281	0.004421388	0.03741798	0.614403	0.385597	0.133486	0.132283
21	-56407.24	-56403.27	-3.975721	0.0076008	0.0525199	-4.8795	-2.94656	-1.99129	-1.98462	0.006793597	0.03741798	0.614403	0.385597	0.136519	0.137433
22	-56397.23	-56391.98	-5.257843	0.00892255	0.0108772	-4.71917	-4.52109	-2.05312	-2.20656	0.006793597	0.03741798	0.650612	0.349388	0.128334	0.110079
23	-56398	-56391.26	-6.745647	0.00892255	0.00488575	-4.71917	-5.32143	-2.05883	-2.21611	0.006793597	0.03591699	0.868623	0.131377	0.127604	0.109032
24	-56393.96	-56387.71	-6.244407	0.00472062	0.0127848	-5.35581	-4.3595	-2.05883	-2.17853	0.006793597	0.03591699	0.868623	0.131377	0.127604	0.113208
25	-56390.38	-56383.82	-6.558522	0.00472062	0.010283	-5.35581	-4.57726	-2.05883	-2.06727	0.00532365	0.04183831	0.874307	0.125693	0.127604	0.126531
26	-56394.52	-56389.02	-5.49951	0.00472062	0.0243908	-5.35581	-3.71355	-2.06087	-2.06727	0.006323803	0.04183831	0.751517	0.248483	0.127343	0.126531
27	-56392.37	-56384.43	-7.939847	0.0032796	0.00781518	-5.72003	-4.85169	-2.08567	-2.1283	0.00608792	0.04183831	0.619326	0.380674	0.124224	0.119039
28	-56402.01	-56396.71	-5.30424	0.0123702	0.00780484	-4.39247	-4.85301	-2.08567	-2.1283	0.005457711	0.0462359	0.578548	0.421452	0.124224	0.119039
29	-56395.45	-56391.01	-4.435586	0.00924345	0.0190902	-4.68384	-3.95858	-2.04676	-2.06424	0.005457711	0.0462359	0.384494	0.615506	0.129152	0.126915
30	-56394.92	-56386.7	-8.219585	0.00389786	0.00479265	-5.54733	-5.34067	-2.08641	-2.02781	0.004909055	0.02885558	0.286673	0.713327	0.124133	0.131623
31	-56390.4	-56384.09	-6.307475	0.00279672	0.028962	-5.87931	-3.54177	-2.08641	-2.02305	0.004653206	0.03281277	0.286673	0.713327	0.124133	0.132252
32	-56405.57	-56402.73	-2.83802	0.0176921	0.028962	-4.03464	-3.54177	-2.01546	-2.02305	0.007049273	0.02417261	0.348179	0.651821	0.133259	0.132252
33	-56408.77	-56406.14	-2.628161	0.021359	0.0286805	-3.84628	-3.55154	-1.98394	-2.04205	0.007049273	0.02417261	0.348179	0.651821	0.137526	0.129762
34	-56411.84	-56409.27	-2.57399	0.021359	0.0286805	-3.84628	-3.55154	-2.00234	-2.08223	0.007049273	0.02228527	0.436488	0.563512	0.135018	0.124651
35	-56407.02	-56403.96	-3.060023	0.0141461	0.0313586	-4.25832	-3.46227	-2.00234	-1.94715	0.00694169	0.02327994	0.36088	0.63912	0.135018	0.14268
36	-56403.39	-56398.68	-4.711901	0.00476111	0.0479433	-5.34727	-3.03774	-2.00234	-2.05017	0.00694169	0.02327994	0.36088	0.63912	0.135018	0.128712
37	-56396.01	-56389.63	-6.387724	0.00481883	0.0112829	-5.33522	-4.48447	-2.03449	-2.22621	0.00694169	0.03498613	0.309445	0.690555	0.130747	0.107937
38	-56394.36	-56385.68	-8.677617	0.00219671	0.00799387	-6.1208	-4.82908	-2.08446	-2.22621	0.004135815	0.03722169	0.309445	0.690555	0.124375	0.107937
39	-56393.62	-56384.49	-9.129553	0.00192548	0.00799387	-6.25258	-4.82908	-2.04485	-2.25087	0.005030539	0.035699	0.412792	0.587208	0.1294	0.105307
40	-56393.91	-56386.58	-7.337308	0.00192548	0.0289207	-6.25258	-3.5432	-2.07397	-2.11577	0.004501983	0.035699	0.17565	0.82435	0.125686	0.12054
41	-56392.3	-56386.14	-6.166079	0.00300978	0.0300344	-5.80589	-3.50541	-2.07139	-2.01769	0.004501983	0.03889328	0.12625	0.87375	0.126011	0.132963
42	-56391.97	-56383.54	-8.436706	0.00172747	0.0154022	-6.3611	-4.17325	-2.07139	-2.01769	0.004653725	0.03889328	0.78463	0.21537	0.126011	0.132963
43	-56391.44	-56384.43	-7.010095	0.00292847	0.016671	-5.83328	-4.09409	-2.07139	-2.01769	0.005647292	0.04085332	0.311581	0.688419	0.126011	0.132963
44	-56390.92	-56383.31	-7.609167	0.00292847	0.0108363	-5.83328	-4.52486	-2.07139	-2.16247	0.005647292	0.04085332	0.749818	0.250182	0.126011	0.115041
45	-56394.91	-56390.17	-4.733912	0.00742855	0.0179776	-4.90242	-4.01863	-2.08537	-2.16247	0.005647292	0.03418508	0.749818	0.250182	0.124261	0.115041
46	-56390.82	-56386.28	-4.546639	0.00742855	0.0184352	-4.90242	-3.99349	-2.04333	-2.06912	0.004642172	0.02949177	0.784138	0.215862	0.129597	0.126297
47	-56397.13	-56391.51	-5.619511	0.0111248	0.00675122	-4.49858	-4.99803	-2.04333	-2.06824	0.006670971	0.02949177	0.784138	0.215862	0.129597	0.126409
48	-56394.47	-56389.9	-4.576232	0.00841039	0.0148122	-4.77829	-4.2123	-2.08012	-2.06824	0.004460313	0.02949177	0.784138	0.215862	0.124915	0.126409
49	-56392.14	-56385.75	-6.383786	0.00299316	0.0211086	-5.81143	-3.85807	-2.03889	-2.06824	0.004460313	0.03009051	0.784138	0.215862	0.130173	0.126409
50	-56392.56	-56383.25	-9.307057	0.00180688	0.00750359	-6.31616	-4.89237	-2.09015	-2.06824	0.004460313	0.03108534	0.864022	0.135978	0.123668	0.126409
51	-56390.15	-56383.55	-6.60102	0.00338226	0.0154987	-5.68921	-4.167	-2.062	-2.06824	0.004460313	0.03952842	0.864022	0.135978	0.1272	0.126409
52	-56403.3	-56397.26	-6.040008	0.00401484	0.0157878	-5.51776	-4.14852	-2.01054	-2.25922	0.004460313	0.03175449	0.640167	0.359833	0.133916	0.104432
53	-56392.66	-56388.09	-4.574355	0.00865746	0.0157878	-4.74933	-4.14852	-2.01673	-2.15107	0.004460313	0.03804	0.715052	0.284948	0.13309	0.116359
54	-56400.84	-56397.61	-3.227792	0.0158228	0.0280892	-4.1463	-3.57237	-2.01673	-2.08468	0.006910062	0.03804	0.640535	0.359465	0.13309	0.124347
55	-56399.34	-56394.37	-4.976297	0.00804422	0.011666	-4.8228	-4.45108	-2.01673	-2.01614	0.004251892	0.02800009	0.925105	0.0748946	0.13309	0.133169
56	-56396.58	-56392.87	-3.714975	0.00824987	0.0353051	-4.79756	-3.34373	-2.06949	-1.9875	0.004771145	0.02800009	0.925105	0.0748946	0.12625	0.137038
57	-56391.77	-56387.4	-4.367669	0.00653468	0.0305229	-5.03063	-3.48928	-2.06462	-1.98996	0.005437136	0.02970266	0.798051	0.201949	0.126866	0.136701
58	-56394.53	-56389.45	-5.076398	0.00974201	0.0102148	-4.63131	-4.58391	-2.06462	-1.99065	0.005437136	0.03395855	0.798051	0.201949	0.126866	0.136607
59	-56395.05	-56389.35	-5.69597	0.00788952	0.00825922	-4.84222	-4.79643	-2.06462	-1.99065	0.004456119	0.03296267	0.798051	0.201949	0.126866	0.136607
60	-56398.34	-56391.6	-6.740565	0.00341044	0.0164573	-5.68091	-4.10698	-2.06462	-2.10074	0.007681267	0.03738217	0.921949	0.0780513	0.126866	0.122366
61	-56392.36	-56386.49	-5.860796	0.00341044	0.0317039	-5.68091	-3.45131	-2.06462	-1.96279	0.005050411	0.03738217	0.541702	0.458298	0.126866	0.140466
62	-56394.29	-56387.59	-6.704979	0.00341044	0.0147303	-5.68091	-4.21785	-2.06462	-1.96279	0.005050411	0.03738217	0.679082	0.320918	0.126866	0.140466
63	-56393.76	-56389.9	-3.855749	0.00798117	0.0341676	-4.83067	-3.37648	-2.028	-2.10324	0.005050411	0.03030534	0.363935	0.636065	0.131598	0.12206
64	-56387.54	-56381.84	-5.703366	0.00477283	0.017217	-5.34482	-4.06186	-2.06677	-2.10324	0.005050411	0.0382656	0.298303	0.701697	0.126594	0.12206
65	-56394.5	-56388.05	-6.448712	0.00373665	0.017217	-5.58957	-4.06186	-2.04712	-2.06791	0.006093278	0.04451275	0.262455	0.737545	0.129107	0.12645
66	-56401.66	-56394.78	-6.880338	0.00617329	0.00661292	-5.08752	-5.01873	-2.11493	-2.06791	0.006093278	0.04451275	0.262455	0.737545	0.120642	0.12645
67	-56403.75	-56398.92	-4.834351	0.0119394	0.0107827	-4.42791	-4.52981	-2.03944	-2.24023	0.006093278	0.04451275	0.741401	0.258599	0.130102	0.106434
68	-56403.54	-56398.46	-5.077267	0.0101125	0.0107827	-4.59398	-4.52981	-1.97101	-2.07101	0.005452501	0.04451275	0.15595	0.84405	0.139317	0.126059
69	-56392.5	-56386.81	-5.699098	0.00941261	0.00795201	-4.66571	-4.83433	-2.02018	-2.13235	0.005452501	0.04451275	0.15595	0.84405	0.132631	0.118559
70	-56392.38	-56387.34	-5.046473	0.00941261	0.00967035	-4.66571	-4.63869	-2.02073	-2.13235	0.005024136	0.02698034	0.15595	0.84405	0.132559	0.118559
71	-56398.24	-56393.58	-4.663306	0.00515998	0.0397762	-5.26682	-3.22449	-2.01995	-1.91275	0.005024136	0.03092422	0.667706	0.332294	0.132662	0.147674
72	-56398.23	-56393.36	-4.871715	0.00515998	0.0353613	-5.26682	-3.34214	-2.07898	-2.00113	0.005024136	0.04168605	0.914748	0.0852522	0.125058	0.135182
73	-56414.06	-56411.47	-2.590139	0.0219284	0.0353613	-3.81997	-3.34214	-2.05506	-2.00113	0.005553319	0.04168605	0.914748	0.0852522	0.128085	0.135182
74	-56397.5	-56392.5	-4.993906	0.00633247	0.0193095	-5.06206	-3.94716	-2.10826	-2.00113	0.005934889	0.03349458	0.914748	0.0852522	0.12145	0.135182
75	-56396.94	-56388.79	-8.149409	0.0038221	0.00551366	-5.56696	-5.20053	-2.0345	-2.00113	0.005361809	0.03641834	0.914748	0.0852522	0.130746	0.135182
76	-56400.97	-56395.79	-5.182841	0.0179049	0.00635851	-4.02268	-5.05796	-2.0345	-2.00113	0.005361809	0.04376891	0.914748	0.0852522	0.130746	0.135182
77	-56392.2	-56387.79	-4.409796	0.00975712	0.0165689	-4.62976	-4.10023	-2.0345	-2.00113	0.005315701	0.03760072	0.837383	0.162617	0.130746	0.135182
78	-56417.48	-56415.07	-2.407859	0.017668	0.0332998	-4.036	-3.40221	-1.96646	-2.00113	0.003241453	0.02715438	0.845052	0.154948	0.139951	0.135182
79	-56417.45	-56415.1	-2.352954	0.018311	0.0432854	-4.00025	-3.13994	-1.96646	-2.00113	0.003241453	0.03744575	0.845052	0.154948	0.139951	0.135182
80	-56400.21	-56396.94	-3.269283	0.0232299	0.015284	-3.76231	-4.18095	-1.95435	-2.0786	0.004666522	0.03744575	0.42754	0.57246	0.141656	0.125105
81	-56398.86	-56394.75	-4.116027	0.0088459	0.027271	-4.7278	-3.60193	-1.99188	-2.0786	0.006865967	0.03553115	0.42754	0.57246	0.136439	0.125105
82	-56400.78	-56396.62	-4.162984	0.0088459	0.0239081	-4.7278	-3.73354	-1.99188	-2.01364	0.006865967	0.02974221	0.42754	0.57246	0.136439	0.133502
83	-56396.47	-56391.94	-4.528223	0.00705841	0.0239081	-4.95354	-3.73354	-2.07584	-2.00725	0.006865967	0.02798308	0.378016	0.621984	0.125451	0.134358
84	-56395.51	-56390.98	-4.522778	0.00705841	0.0239081	-4.95354	-3.73354	-2.07518	-2.03332	0.006865967	0.02798308	0.552021	0.447979	0.125534	0.1309
85	-56393.2	-56388.97	-4.225252	0.00783862	0.0274772	-4.84869	-3.5944	-2.07518	-2.03332	0.006380526	0.03206344	0.366209	0.633791	0.125534	0.1309
86	-56392.16	-56387.95	-4.204791	0.00793412	0.0274772	-4.83658	-3.5944	-2.06546	-2.03332	0.006380526	0.03206344	0.430164	0.569836	0.12676	0.1309
87	-56394.02	-56390.08	-3.940308	0.00793412	0.0345549	-4.83658	-3.36521	-2.06546	-2.00527	0.006380526	0.02772706	0.454222	0.545778	0.12676	0.134624
88	-56400.25	-56396.23	-4.014474	0.00793412	0.0345549	-4.83658	-3.36521	-1.98815	-2.00527	0.006702728	0.02951828	0.454222	0.545778	0.136948	0.134624
89	-56395.09	-56391.1	-3.984331	0.00805453	0.0345549	-4.82152	-3.36521	-2.028	-2.00527	0.004852436	0.04052901	0.19695	0.80305	0.131598	0.134624
90	-56403.02	-56399.77	-3.257274	0.0131405	0.0345549	-4.33206	-3.36521	-2.04001	-1.98713	0.004852436	0.0463956	0.15385	0.84615	0.130027	0.137089
91	-56392.37	-56383.91	-8.461317	0.00292752	0.00657721	-5.8336	-5.02415	-2.02855	-2.12864	0.004852436	0.04284009	0.15385	0.84615	0.131527	0.118999
92	-56389.07	-56384.06	-5.009931	0.00534333	0.0250028	-5.23191	-3.68877	-2.05964	-2.08441	0.004852436	0.03739472	0.180544	0.819456	0.1275	0.124381
93	-56392.59	-56387.99	-4.600261	0.00852172	0.0163193	-4.76514	-4.11541	-2.05964	-2.14927	0.004852436	0.03856553	0.916162	0.0838378	0.1275	0.116569
94	-56393.62	-56389.01	-4.609689	0.00852172	0.0163193	-4.76514	-4.11541	-2.01289	-2.14927	0.004852436	0.03856553	0.916162	0.0838378	0.133603	0.116569
95	-56392.37	-56388.19	-4.180821	0.0132883	0.0135333	-4.32087	-4.3026	-2.04164	-2.02868	0.004852436	0.03985726	0.525345	0.474655	0.129815	0.131509
96	-56390.67	-56384.08	-6.586443	0.00380089	0.0138394	-5.57252	-4.28024	-2.04164	-2.05942	0.005670508	0.03826234	0.886575	0.113425	0.129815	0.127529
97	-56390.56	-56385.53	-5.036068	0.00668091	0.0153951	-5.0085	-4.1737	-2.05157	-2.08171	0.005670508	0.02724762	0.886575	0.113425	0.128534	0.124717
98	-56404.14	-56398.83	-5.310264	0.00668091	0.0153951	-5.0085	-4.1737	-2.06182	-2.24454	0.007237354	0.03753397	0.886575	0.113425	0.127222	0.105976
99	-56401.29	-56394.29	-6.996096	0.00595417	0.00598346	-5.12366	-5.11876	-2.06182	-2.3132	0.005505105	0.03753397	0.870331	0.129669	0.127222	0.0989444
100	-56403.79	-56396.78	-7.008941	0.00584554	0.00612167	-5.14208	-5.09592	-2.10459	-2.26663	0.005469789	0.039761	0.870331	0.129669	0.121895	0.103661
101	-56395.79	-56384.69	-11.1055	0.0020184	0.00323346	-6.20545	-5.7342	-2.10459	-2.10269	0.006148572	0.039761	0.870331	0.129669	0.121895	0.122128
102	-56395.3	-56387.37	-7.930374	0.00473487	0.00479052	-5.3528	-5.34112	-2.10459	-2.17258	0.006148572	0.03251179	0.510555	0.489445	0.121895	0.113883
