Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56504.61	-56503.07	-1.54906	0.0312828	0.0691729	-3.46469	-2.67115	-2.05826	-1.6085	0.00175763	0.04755585	0.0765209	0.923479	0.127676	0.200188
1	-56470.66	-56468.92	-1.739283	0.0234219	0.0691729	-3.75408	-2.67115	-1.97293	-1.84214	0.00175763	0.04755585	0.413178	0.586822	0.139048	0.158478
2	-56453.09	-56451.41	-1.676739	0.0234219	0.0530007	-3.75408	-2.93745	-2.03159	-1.84337	0.00175763	0.03650111	0.0921714	0.907829	0.131127	0.158283
3	-56470.5	-56469.24	-1.261098	0.0347215	0.0701007	-3.3604	-2.65782	-1.98484	-1.77212	0.001758098	0.03650111	0.178149	0.821851	0.137403	0.169973
4	-56520.87	-56519.41	-1.457556	0.0475777	0.0558136	-3.04539	-2.88574	-1.89575	-1.57708	0.001758098	0.05359031	0.184932	0.815068	0.150205	0.206577
5	-56486.11	-56482.98	-3.131826	0.0475777	0.0103438	-3.04539	-4.57136	-1.817	-2.00366	0.001758098	0.06221885	0.184932	0.815068	0.162512	0.13484
6	-56448	-56444.42	-3.571204	0.0475777	0.0103438	-3.04539	-4.57136	-1.817	-2.0657	0.005933968	0.04657459	0.184932	0.815068	0.162512	0.126729
7	-56455.69	-56453.54	-2.152393	0.0475777	0.0268887	-3.04539	-3.61605	-1.88416	-2.29074	0.006155276	0.03456708	0.293018	0.706982	0.151957	0.101191
8	-56443.47	-56440.84	-2.621699	0.026275	0.0205657	-3.63914	-3.88413	-1.88416	-2.29074	0.003978568	0.03260068	0.293018	0.706982	0.151957	0.101191
9	-56450.02	-56446.43	-3.593958	0.0150653	0.0205657	-4.19536	-3.88413	-1.94433	-1.80384	0.003978568	0.05168782	0.293018	0.706982	0.143084	0.164666
10	-56436.56	-56432.82	-3.736183	0.0150653	0.0185774	-4.19536	-3.98581	-2.10265	-1.80384	0.004448106	0.05168782	0.0287607	0.971239	0.122133	0.164666
11	-56411.28	-56404.85	-6.42583	0.00431001	0.0134058	-5.44681	-4.31206	-2.07581	-2.23052	0.005118675	0.05168782	0.0287607	0.971239	0.125455	0.107473
12	-56434.66	-56430.94	-3.718605	0.017842	0.0171491	-4.0262	-4.06581	-1.92268	-1.99584	0.005118675	0.05665369	0.0287607	0.971239	0.146215	0.1359
13	-56441	-56436.22	-4.784916	0.00867922	0.0113306	-4.74682	-4.48025	-2.04781	-2.00112	0.001640249	0.05665369	0.0287607	0.971239	0.129017	0.135184
14	-56453.95	-56449.48	-4.468164	0.00867922	0.0125645	-4.74682	-4.37688	-2.07201	-2.00112	0.001237011	0.05539681	0.0287607	0.971239	0.125933	0.135184
15	-56426.17	-56421.19	-4.980468	0.0119752	0.00947588	-4.42492	-4.65901	-2.15501	-2.0523	0.005204497	0.04552862	0.0287607	0.971239	0.115902	0.128439
16	-56488.94	-56479.92	-9.02159	0.0117268	0.00211435	-4.44588	-6.15901	-2.08177	-2.09411	0.01246266	0.06516115	0.0287607	0.971239	0.124709	0.12318
17	-56448.05	-56444.58	-3.468641	0.0117268	0.0398627	-4.44588	-3.22231	-2.00184	-2.09411	0.01246266	0.02529261	0.0287607	0.971239	0.135086	0.12318
18	-56469.26	-56466.7	-2.566159	0.0105615	0.0933144	-4.55054	-2.37178	-2.00184	-2.09411	0.00695404	0.01011242	0.0287607	0.971239	0.135086	0.12318
19	-56459.33	-56457.47	-1.863794	0.0230974	0.0489843	-3.76804	-3.01626	-1.94717	-1.81498	0.00695404	0.01182744	0.0287607	0.971239	0.142677	0.162842
20	-56457.82	-56454.89	-2.930778	0.0111923	0.108887	-4.49253	-2.21744	-1.94717	-1.81498	0.01184523	0.01224159	0.0287607	0.971239	0.142677	0.162842
21	-56461.31	-56459.32	-1.990037	0.0191729	0.0933784	-3.95426	-2.3711	-1.89633	-1.92827	0.008452019	0.01224159	0.0287607	0.971239	0.150118	0.145399
22	-56490.9	-56489.02	-1.877938	0.0475031	0.0933784	-3.04696	-2.3711	-1.95758	-1.60582	0.008452019	0.03558152	0.0287607	0.971239	0.1412	0.200726
23	-56438.72	-56436.42	-2.298973	0.0188263	0.0933784	-3.9725	-2.3711	-1.9353	-1.68505	0.004622744	0.03286614	0.0312807	0.968719	0.144381	0.185436
24	-56456.61	-56455.03	-1.58368	0.0409931	0.080818	-3.19435	-2.51556	-1.98766	-1.68505	0.004622744	0.03286614	0.0312807	0.968719	0.137016	0.185436
25	-56434.19	-56432.21	-1.976803	0.0253879	0.080818	-3.67348	-2.51556	-2.00537	-1.6664	0.004622744	0.03286614	0.310345	0.689655	0.13461	0.188926
26	-56454.97	-56452.87	-2.100682	0.0218639	0.101145	-3.82292	-2.2912	-2.09338	-1.6664	0.004622744	0.03286614	0.452228	0.547772	0.12327	0.188926
27	-56486.91	-56483.7	-3.204362	0.0431937	0.0129399	-3.14206	-4.34744	-1.92073	-1.6664	0.004622744	0.04299728	0.293567	0.706433	0.146501	0.188926
28	-56539.09	-56536.03	-3.064818	0.0451907	0.0129399	-3.09686	-4.34744	-1.92073	-1.63305	0.006728773	0.02361263	0.293567	0.706433	0.146501	0.195334
29	-56441.8	-56440.25	-1.548769	0.0451907	0.061853	-3.09686	-2.783	-1.90566	-1.8896	0.006728773	0.02361263	0.293567	0.706433	0.148724	0.151132
30	-56425.5	-56422.35	-3.146224	0.0225243	0.0169911	-3.79316	-4.07507	-1.9397	-1.8714	0.003683451	0.04091273	0.207799	0.792201	0.143747	0.153907
31	-56464.4	-56462.33	-2.066904	0.0225243	0.102279	-3.79316	-2.28005	-1.92491	-1.76336	0.003683451	0.04091273	0.207799	0.792201	0.145889	0.171468
32	-56428.23	-56424.46	-3.771504	0.0160027	0.0159136	-4.135	-4.14058	-1.94729	-1.88111	0.004193835	0.04664989	0.629566	0.370434	0.14266	0.15242
33	-56423.14	-56418.36	-4.773436	0.0072869	0.0245214	-4.92168	-3.70821	-2.11596	-1.88111	0.007015034	0.04829593	0.49112	0.50888	0.120518	0.15242
34	-56420.69	-56417.38	-3.303222	0.0203138	0.0239527	-3.89645	-3.73167	-2.00827	-1.97672	0.008032247	0.04829593	0.357975	0.642025	0.13422	0.138522
35	-56414.36	-56407.54	-6.817206	0.00395645	0.0136992	-5.53241	-4.29042	-2.02442	-2.03924	0.008032247	0.04829593	0.617633	0.382367	0.132071	0.130128
36	-56489.98	-56483.55	-6.426907	0.0030133	0.0490374	-5.80472	-3.01517	-2.02442	-1.59962	0.008465501	0.04829593	0.617633	0.382367	0.132071	0.201973
37	-56467.26	-56460.68	-6.575894	0.0030133	0.0393093	-5.80472	-3.23629	-2.05913	-1.71345	0.009909024	0.04829593	0.41566	0.58434	0.127565	0.180243
38	-56469.43	-56465.38	-4.045546	0.00636523	0.0841166	-5.0569	-2.47555	-2.1655	-1.71345	0.003491729	0.04829593	0.41566	0.58434	0.114693	0.180243
39	-56451.72	-56448.4	-3.324098	0.0115035	0.0761023	-4.4651	-2.57568	-2.13525	-1.71345	0.007163418	0.04372069	0.563029	0.436971	0.118216	0.180243
40	-56490.56	-56487.94	-2.615791	0.0242499	0.0499596	-3.71934	-2.99654	-2.02449	-2.24803	0.01101325	0.04372069	0.675223	0.324777	0.132061	0.105607
41	-56533.02	-56531.16	-1.858916	0.0268852	0.0499596	-3.61618	-2.99654	-1.94817	-1.83913	0.01279643	0.008894957	0.675223	0.324777	0.142535	0.158956
42	-56433.88	-56430.99	-2.890808	0.0159167	0.0499596	-4.14039	-2.99654	-1.99657	-1.87283	0.004738389	0.05589296	0.675223	0.324777	0.135801	0.153688
43	-56408.89	-56405.54	-3.342004	0.022656	0.0139289	-3.78733	-4.27379	-2.03259	-2.04841	0.005928703	0.02615795	0.675223	0.324777	0.130996	0.12894
44	-56408.83	-56405.45	-3.380779	0.0163728	0.0257187	-4.11214	-3.66054	-2.03259	-2.04841	0.007792454	0.04177667	0.156134	0.843866	0.130996	0.12894
45	-56404.46	-56400.72	-3.736738	0.0163728	0.0182355	-4.11214	-4.00438	-2.00434	-2.04841	0.007370574	0.04177667	0.156134	0.843866	0.134749	0.12894
46	-56423.66	-56419.4	-4.260553	0.0121789	0.0186627	-4.40805	-3.98123	-2.04009	-2.04841	0.009753185	0.04177667	0.156134	0.843866	0.130017	0.12894
47	-56473.46	-56471.05	-2.408231	0.0275566	0.0688943	-3.59151	-2.67518	-2.0505	-1.71207	0.009753185	0.04177667	0.351814	0.648186	0.128671	0.180492
