Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56535.27	-56533.61	-1.656754	0.0154369	0.0410371	-4.171	-3.19328	-2.06061	-2.14287	0.008753769	0.002417948	0.788111	0.211889	0.127376	0.117318
1	-56477.32	-56475.57	-1.753279	0.0453756	0.0411081	-3.09278	-3.19155	-1.82114	-2.14287	0.008753769	0.01953895	0.599281	0.400719	0.161842	0.117318
2	-56524.69	-56522.49	-2.208848	0.0453756	0.0942979	-3.09278	-2.3613	-1.82114	-1.68397	0.008753769	0.05984684	0.599281	0.400719	0.161842	0.185635
3	-56602.8	-56601.44	-1.3582	0.0984122	0.0942979	-2.31859	-2.3613	-1.82114	-1.61166	0.002339399	0.05984684	0.29693	0.70307	0.161842	0.199557
4	-56603.15	-56601.19	-1.95439	0.0984122	0.0900559	-2.31859	-2.40732	-1.6685	-1.49169	0.005881957	0.05984684	0.0172292	0.982771	0.188529	0.224992
5	-56572.3	-56570.71	-1.592501	0.0774331	0.0717021	-2.55834	-2.63523	-1.6685	-1.63958	0.003312718	0.05494272	0.0172292	0.982771	0.188529	0.194061
6	-56499.36	-56496.84	-2.513731	0.0774331	0.0122281	-2.55834	-4.40402	-1.76044	-2.1895	0.003312718	0.02499687	0.0172292	0.982771	0.171969	0.111973
7	-56613.35	-56612.86	-0.4834495	0.0774331	0.0663903	-2.55834	-2.71221	-1.71579	-1.79054	0.0009661268	0.02499687	0.26854	0.73146	0.179821	0.16687
8	-56594.78	-56593.21	-1.570543	0.0715343	0.0298256	-2.63758	-3.51239	-1.92724	-2.12461	0.001407718	0.07271873	0.328536	0.671464	0.14555	0.119479
9	-56539.68	-56538.76	-0.9202241	0.0715343	0.0736706	-2.63758	-2.60815	-1.78548	-1.86684	0.001407718	0.04494079	0.328536	0.671464	0.167716	0.154612
10	-56514.56	-56513.57	-0.9897938	0.0572746	0.0695144	-2.8599	-2.66622	-1.91504	-1.86684	0.001493474	0.04494079	0.783909	0.216091	0.147336	0.154612
11	-56531.74	-56529.47	-2.262889	0.0645839	0.0218825	-2.73979	-3.82207	-1.94821	-1.70996	0.004752475	0.03765098	0.944955	0.055045	0.142529	0.180873
12	-56516.11	-56513.54	-2.566975	0.0376954	0.0218825	-3.27822	-3.82207	-1.7896	-1.75263	0.004752475	0.03765098	0.944955	0.055045	0.167027	0.173318
13	-56501.57	-56499.25	-2.327349	0.0376954	0.0339714	-3.27822	-3.38224	-1.78175	-1.85841	0.007151086	0.03765098	0.91639	0.0836105	0.168343	0.155921
14	-56643.43	-56641.58	-1.845462	0.0945715	0.0248795	-2.3584	-3.69371	-1.90926	-1.79464	0.003228867	0.03765098	0.91639	0.0836105	0.148191	0.166186
15	-56639.76	-56638.24	-1.516936	0.0945715	0.104598	-2.3584	-2.25763	-1.87663	-1.79464	0.0064616	0.03759862	0.91639	0.0836105	0.153105	0.166186
16	-56545.82	-56544.1	-1.722841	0.0400924	0.108288	-3.21657	-2.22296	-2.0619	-1.92744	0.0064616	0.03759862	0.913711	0.0862886	0.127213	0.14552
17	-56503.56	-56501.68	-1.875583	0.0400924	0.0881904	-3.21657	-2.42826	-2.0619	-1.7488	0.005593483	0.05068692	0.598892	0.401108	0.127213	0.173982
18	-56555.58	-56553.54	-2.042118	0.0400924	0.0881904	-3.21657	-2.42826	-2.0619	-1.43152	0.005593483	0.05068692	0.535945	0.464055	0.127213	0.238945
19	-56565.26	-56562.26	-3.002117	0.0209935	0.0348437	-3.86354	-3.35688	-2.08077	-1.43152	0.005593483	0.05068692	0.547061	0.452939	0.124835	0.238945
20	-56651.61	-56649.26	-2.355365	0.0232477	0.215028	-3.76155	-1.53699	-2.08077	-1.45001	0.002794088	0.05068692	0.959132	0.0408677	0.124835	0.234567
21	-56517.39	-56515.67	-1.713948	0.0315279	0.080989	-3.45688	-2.51344	-2.08077	-1.55526	0.002340669	0.05068692	0.959132	0.0408677	0.124835	0.211134
22	-56557.52	-56555.75	-1.767192	0.0469833	0.080989	-3.05796	-2.51344	-1.89356	-1.97531	0.004022385	0.06943655	0.959132	0.0408677	0.150534	0.138718
23	-56433.06	-56430.98	-2.07872	0.0307314	0.0353085	-3.48247	-3.34363	-1.97549	-1.97531	0.007748733	0.02043121	0.646209	0.353791	0.138693	0.138718
24	-56438.1	-56435.46	-2.635134	0.0203	0.056626	-3.89714	-2.87129	-1.90799	-1.87152	0.007748733	0.04085703	0.148967	0.851033	0.148379	0.153889
25	-56506.01	-56503.72	-2.284485	0.0221123	0.056626	-3.81162	-2.87129	-1.95	-1.74816	0.01234775	0.01501972	0.154885	0.845115	0.142274	0.174095
26	-56640.96	-56638.37	-2.598221	0.0434814	0.056626	-3.13542	-2.87129	-1.84615	-2.30074	0.01386387	0.08077967	0.0959257	0.904074	0.157843	0.100184
27	-56601.59	-56599.22	-2.377787	0.0434814	0.018511	-3.13542	-3.98939	-1.84615	-2.24939	0.01386387	0.009797507	0.0959257	0.904074	0.157843	0.105464
28	-56523.04	-56520.36	-2.681214	0.0122188	0.0833425	-4.40478	-2.4848	-1.94333	-2.24939	0.01386387	0.009797507	0.0959257	0.904074	0.143227	0.105464
29	-56703.52	-56700.06	-3.463444	0.0151844	0.0833425	-4.18749	-2.4848	-1.92191	-2.40738	0.02742808	0.03988259	0.0512446	0.948755	0.146327	0.0900509
30	-56769.52	-56762.76	-6.762852	0.00514209	0.013225	-5.2703	-4.32564	-2.18057	-2.40738	0.02742808	0.03988259	0.798131	0.201869	0.112977	0.0900509
31	-56750.79	-56745.61	-5.182644	0.00620786	0.0809852	-5.08194	-2.51349	-1.92306	-1.57118	0.02742808	0.04100467	0.798131	0.201869	0.14616	0.207799
32	-56560.52	-56558.33	-2.194648	0.0159685	0.213211	-4.13714	-1.54547	-1.92306	-1.57118	0.006885369	0.007175489	0.600595	0.399405	0.14616	0.207799
33	-56548.57	-56545.68	-2.896918	0.00889507	0.0850686	-4.72226	-2.4643	-1.90354	-1.57118	0.006968613	0.007175489	0.600595	0.399405	0.14904	0.207799
34	-56512.87	-56508.05	-4.818125	0.0035735	0.0850686	-5.63421	-2.4643	-1.90647	-2.15804	0.006639752	0.01162664	0.600595	0.399405	0.148605	0.115551
35	-56428.33	-56421.22	-7.111836	0.00345058	0.0138233	-5.66921	-4.2814	-2.02926	-1.8737	0.006639752	0.05160362	0.600595	0.399405	0.131432	0.153554
36	-56499.69	-56493.39	-6.29804	0.0187733	0.00400653	-3.97532	-5.51983	-2.08119	-2.56992	0.006639752	0.05160362	0.107285	0.892715	0.124782	0.076542
37	-56428.13	-56425.14	-2.98565	0.0354573	0.0190637	-3.33942	-3.95997	-1.90746	-2.02387	0.006639752	0.05160362	0.10038	0.89962	0.148457	0.132143
38	-56406.34	-56402.57	-3.773633	0.012996	0.0190637	-4.34311	-3.95997	-2.10632	-2.00978	0.004808889	0.04159585	0.10038	0.89962	0.121685	0.134018
39	-56448.95	-56446.13	-2.82115	0.012996	0.0796592	-4.34311	-2.53	-2.04065	-2.00978	0.004808889	0.04159585	0.10038	0.89962	0.129944	0.134018
