Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56570.99	-56569.39	-1.604543	0.0273597	0.155712	-3.59869	-1.85975	-2.10025	-1.71791	0.01185051	0.007020415	0.620324	0.379676	0.122426	0.179441
1	-56487.3	-56482.72	-4.571778	0.00430468	0.155712	-5.44805	-1.85975	-2.10025	-1.70058	0.01185051	0.007020415	0.352007	0.647993	0.122426	0.182577
2	-56462.86	-56460.48	-2.382873	0.0196802	0.146921	-3.92814	-1.91786	-2.04336	-1.67286	0.01008582	0.01873796	0.215206	0.784794	0.129592	0.18771
3	-56449.52	-56446.89	-2.627144	0.0205393	0.0967963	-3.88541	-2.33515	-2.00965	-1.67179	0.01008582	0.03594305	0.215206	0.784794	0.134036	0.187911
4	-56800.14	-56798.03	-2.108451	0.0855649	0.0744939	-2.45848	-2.59704	-1.85425	-1.90197	0.02125427	0.03594305	0.215206	0.784794	0.156571	0.149274
5	-56725.71	-56723.54	-2.17543	0.0804692	0.074934	-2.51988	-2.59115	-1.69924	-1.90197	0.02125427	0.03594305	0.215206	0.784794	0.182822	0.149274
6	-56609.17	-56607.22	-1.950188	0.0804692	0.0573352	-2.51988	-2.85884	-1.72523	-2.24399	0.01352801	0.03594305	0.729018	0.270982	0.178131	0.106035
7	-56715.71	-56714.62	-1.08971	0.0778696	0.0396091	-2.55272	-3.2287	-1.823	-2.24399	0.01352801	0.00494412	0.391298	0.608702	0.16154	0.106035
8	-56523.29	-56521.47	-1.826831	0.0432123	0.133642	-3.14163	-2.01259	-1.823	-1.63005	0.01355739	0.01638325	0.449704	0.550296	0.16154	0.195919
9	-56504.03	-56500.58	-3.457178	0.0100733	0.133642	-4.59787	-2.01259	-2.02806	-1.84738	0.01771767	0.01638325	0.340581	0.659419	0.131591	0.15765
10	-56535.27	-56533.32	-1.950491	0.0182279	0.123091	-4.0048	-2.09483	-2.10285	-1.72983	0.001744503	0.04277935	0.340581	0.659419	0.122107	0.177314
11	-56613.08	-56610.12	-2.960638	0.0376308	0.0239808	-3.27993	-3.7305	-1.99239	-1.72983	0.003508028	0.1265953	0.20406	0.79594	0.136369	0.177314
12	-56555.32	-56553.6	-1.713823	0.0546351	0.0489924	-2.90708	-3.01609	-1.82574	-2.25032	0.01325971	0.01780451	0.444341	0.555659	0.161098	0.105365
13	-56517.63	-56515.83	-1.797633	0.0546351	0.0318902	-2.90708	-3.44546	-2.00497	-2.14456	0.003262807	0.0503875	0.637479	0.362521	0.134665	0.117119
14	-56442.19	-56440	-2.191975	0.0250249	0.0377353	-3.68788	-3.27716	-2.00497	-2.14456	0.003262807	0.04735491	0.755601	0.244399	0.134665	0.117119
15	-56631.05	-56628.32	-2.731036	0.0250249	0.0403077	-3.68788	-3.21121	-2.09164	-1.47308	0.0027042	0.1037543	0.775932	0.224068	0.123485	0.229219
16	-56738.42	-56735.78	-2.641804	0.0186118	0.0986961	-3.98396	-2.31571	-2.27778	-1.55445	0.002401708	0.1037543	0.775932	0.224068	0.102512	0.211307
