Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56505.95	-56501.93	-4.018199	0.00858139	0.0422	-4.75816	-3.16534	-1.97625	-2.22345	0.01644289	0.02231104	0.0574048	0.942595	0.138587	0.108235
1	-56598.02	-56594.41	-3.612088	0.0187081	0.0318684	-3.9788	-3.44614	-1.81904	-2.22345	0.01631292	0.05750932	0.0574048	0.942595	0.162181	0.108235
2	-56545.34	-56541.72	-3.617155	0.0187081	0.0318684	-3.9788	-3.44614	-2.01161	-2.09165	0.01782309	0.05750932	0.537245	0.462755	0.133773	0.123483
3	-56412.36	-56409.38	-2.986395	0.0187081	0.0173786	-3.9788	-4.05252	-2.01161	-2.09165	0.004780634	0.01907938	0.24026	0.75974	0.133773	0.123483
4	-56437.33	-56434	-3.325952	0.0187081	0.0237254	-3.9788	-3.74121	-2.04596	-2.13119	0.005653093	0.06117816	0.628351	0.371649	0.129256	0.118696
5	-56442.88	-56438.84	-4.040302	0.015689	0.0164457	-4.1548	-4.10769	-1.9816	-2.13672	0.005653093	0.0668659	0.442364	0.557636	0.137848	0.118042
6	-56508.94	-56504.87	-4.078513	0.0777057	0.0059104	-2.55483	-5.13104	-1.84565	-2.13672	0.005653093	0.02644075	0.754402	0.245598	0.157923	0.118042
7	-56555.06	-56553.58	-1.481023	0.0777057	0.060132	-2.55483	-2.81121	-1.65356	-1.7706	0.005794065	0.02644075	0.754402	0.245598	0.191368	0.17023
8	-56577.38	-56576.32	-1.057269	0.0777057	0.081234	-2.55483	-2.51042	-1.65356	-1.77729	0.005794065	0.01358881	0.680265	0.319735	0.191368	0.169096
9	-56531.92	-56530.96	-0.9599852	0.0777057	0.081234	-2.55483	-2.51042	-1.76422	-1.88506	0.002273207	0.03283503	0.572192	0.427808	0.171321	0.15182
10	-56513.01	-56511.31	-1.699275	0.0512233	0.0319834	-2.97156	-3.44254	-1.89923	-2.42178	0.003863218	0.03283503	0.572192	0.427808	0.149685	0.0887634
11	-56439.53	-56437.79	-1.739249	0.0342905	0.0319834	-3.37289	-3.44254	-1.93683	-1.92092	0.002347544	0.03283503	0.483265	0.516735	0.14416	0.146472
12	-56677.3	-56674.2	-3.104811	0.0642045	0.0319834	-2.74568	-3.44254	-1.75225	-1.92092	0.01489541	0.1142237	0.318154	0.681846	0.173384	0.146472
13	-56653.06	-56650.4	-2.655942	0.0642883	0.0415861	-2.74438	-3.17999	-1.75225	-1.92092	0.008981308	0.1142237	0.318154	0.681846	0.173384	0.146472
14	-56534.92	-56531.42	-3.497978	0.0642883	0.0103207	-2.74438	-4.57361	-1.91527	-1.80147	0.002614762	0.09772894	0.142855	0.857145	0.147303	0.165057
15	-56630.3	-56625.9	-4.398364	0.0642883	0.00422589	-2.74438	-5.46653	-1.68834	-2.11115	0.0006610611	0.07379773	0.640643	0.359357	0.184827	0.121098
16	-56654.09	-56652.27	-1.825314	0.0642883	0.0121073	-2.74438	-4.41394	-1.6971	-2.11115	0.0003164679	0.05188862	0.640643	0.359357	0.183214	0.121098
17	-56780.63	-56780.64	0.008712975	0.0377175	0.0632254	-3.27763	-2.76105	-1.71624	-1.76775	8.070085e-05	0.05378941	0.397423	0.602577	0.17974	0.170716
