Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-57087.35	-57079.95	-7.399279	0.00729058	0.0209874	-4.92117	-3.86383	-1.95951	-3.10741	0.07202737	0.2555729	0.786993	0.213007	0.140928	0.0447168
1	-57246.77	-57242.06	-4.711556	0.00729058	0.163645	-4.92117	-1.81005	-2.03523	-2.60135	0.008163643	0.1144927	0.562692	0.437308	0.130651	0.0741737
2	-56929.92	-56927.03	-2.897043	0.0326493	0.0871532	-3.42193	-2.44009	-2.03523	-1.34996	0.02774029	0.03651722	0.700866	0.299134	0.130651	0.25925
3	-56980.38	-56976.01	-4.370836	0.00973649	0.113967	-4.63187	-2.17185	-2.03523	-3.23682	0.02774029	0.03651722	0.700866	0.299134	0.130651	0.0392885
4	-56773.5	-56769.27	-4.222701	0.00973649	0.113967	-4.63187	-2.17185	-2.03523	-2.48836	0.02774029	0.0480743	0.700866	0.299134	0.130651	0.0830461
5	-57675.25	-57672.33	-2.92526	0.0923618	0.135562	-2.38204	-1.99833	-1.97101	-0.8714	0.02774029	0.03708728	0.700866	0.299134	0.139316	0.418365
6	-57194.35	-57192.54	-1.807317	0.0923618	0.202532	-2.38204	-1.59686	-2.06836	-0.8714	0.002407279	0.03708728	0.209133	0.790867	0.126393	0.418365
7	-56903.72	-56900.41	-3.311154	0.0341387	0.202532	-3.37732	-1.59686	-1.88166	-0.8714	0.01903073	0.03708728	0.209133	0.790867	0.152337	0.418365
8	-58189.51	-58182.84	-6.670615	0.0341387	0.202532	-3.37732	-1.59686	-1.62784	-0.8714	0.04409155	1.136989	0.209133	0.790867	0.196354	0.418365
9	-59533.09	-59526.72	-6.374001	0.177799	0.350791	-1.7271	-1.04757	-1.99274	-1.16303	0.04409155	1.136989	0.786315	0.213685	0.136321	0.312539
