Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56406.34	-56403.9	-2.442505	0.019878	0.0402625	-3.91814	-3.21233	-1.95364	-2.02202	0.006033289	0.02720788	0.663764	0.336236	0.141757	0.132388
1	-56403.11	-56400.72	-2.384437	0.019878	0.0402625	-3.91814	-3.21233	-1.99031	-2.02202	0.005476535	0.02720788	0.951003	0.0489965	0.136654	0.132388
2	-56401.33	-56397.01	-4.312574	0.00695766	0.0402625	-4.96791	-3.21233	-2.04946	-2.02202	0.006766273	0.04069963	0.951003	0.0489965	0.128805	0.132388
3	-56398.53	-56394.37	-4.160489	0.00829241	0.0317186	-4.79242	-3.45085	-2.058	-2.02202	0.006766273	0.04069963	0.843831	0.156169	0.127709	0.132388
4	-56399.84	-56392.65	-7.193357	0.00378988	0.0103588	-5.57542	-4.56992	-2.058	-2.02202	0.007179738	0.04069963	0.711003	0.288997	0.127709	0.132388
5	-56400.86	-56391.34	-9.52084	0.00378988	0.0029376	-5.57542	-5.83016	-2.058	-2.29497	0.004156264	0.04069963	0.711003	0.288997	0.127709	0.100764
6	-56394.5	-56383.94	-10.56131	0.00259147	0.0029376	-5.95553	-5.83016	-2.058	-2.03767	0.004703885	0.04069963	0.817062	0.182938	0.127709	0.130332
7	-56400.66	-56396.38	-4.272105	0.0111347	0.0144802	-4.49769	-4.23497	-2.10315	-2.08176	0.004703885	0.03667078	0.817062	0.182938	0.122071	0.124711
8	-56396.44	-56392.49	-3.949966	0.0111347	0.0191866	-4.49769	-3.95354	-2.04147	-1.94473	0.004703885	0.03667078	0.817062	0.182938	0.129838	0.143026
9	-56392.43	-56388.51	-3.922415	0.0111347	0.0191866	-4.49769	-3.95354	-2.0088	-2.11006	0.004703885	0.03667078	0.817062	0.182938	0.13415	0.121231
10	-56392.87	-56388.55	-4.324255	0.0111347	0.0142193	-4.49769	-4.25316	-2.0088	-2.03319	0.004703885	0.03667078	0.817062	0.182938	0.13415	0.130917
11	-56396.35	-56392.02	-4.327645	0.00836262	0.0210948	-4.78398	-3.85873	-2.06763	-1.93811	0.004775423	0.03667078	0.817062	0.182938	0.126485	0.143976
12	-56408.45	-56404.27	-4.179207	0.00677745	0.0469469	-4.99415	-3.05874	-2.10149	-1.83094	0.00564341	0.03740026	0.36827	0.63173	0.122275	0.160263
13	-56412.47	-56407.8	-4.677002	0.00533766	0.0469469	-5.23297	-3.05874	-2.10149	-1.79387	0.00564341	0.03740026	0.677857	0.322143	0.122275	0.166315
14	-56392.98	-56387.16	-5.826651	0.00533766	0.0135847	-5.23297	-4.29881	-2.10149	-2.06713	0.00564341	0.03740026	0.826642	0.173358	0.122275	0.126548
15	-56390.41	-56385.1	-5.308525	0.00613438	0.0160946	-5.09385	-4.12927	-2.08674	-2.06713	0.00564341	0.03740026	0.319155	0.680845	0.124091	0.126548
16	-56389.96	-56384.98	-4.977015	0.00613438	0.0190684	-5.09385	-3.95972	-2.03259	-2.05465	0.004351339	0.03740026	0.412361	0.587639	0.130996	0.128138
17	-56403.15	-56399.29	-3.856225	0.0131482	0.0190684	-4.33147	-3.95972	-2.07774	-2.1043	0.006734717	0.03740026	0.544282	0.455718	0.125213	0.121931
18	-56421.08	-56415.92	-5.161489	0.00907606	0.00811649	-4.70212	-4.81386	-2.07774	-1.95601	0.003107253	0.0252447	0.610092	0.389908	0.125213	0.141421
19	-56396.22	-56390.61	-5.612515	0.00907606	0.00811649	-4.70212	-4.81386	-2.02245	-1.99496	0.004513717	0.04127896	0.610092	0.389908	0.13233	0.136019
20	-56402.24	-56395.48	-6.759776	0.00692198	0.00580554	-4.97305	-5.14894	-2.0018	-1.99496	0.004513717	0.04127896	0.34419	0.65581	0.135091	0.136019
21	-56395.81	-56389.75	-6.062291	0.00975576	0.00580554	-4.6299	-5.14894	-2.04753	-2.02614	0.005799907	0.02897077	0.34419	0.65581	0.129054	0.131843
22	-56400.66	-56397.05	-3.611365	0.0108116	0.0340496	-4.52714	-3.37994	-1.99442	-2.06841	0.006705948	0.03768494	0.722333	0.277667	0.136093	0.126386
23	-56399.23	-56393.05	-6.183253	0.0104867	0.0057109	-4.55765	-5.16538	-1.99442	-2.13575	0.006705948	0.03768494	0.712459	0.287541	0.136093	0.118156
24	-56401.52	-56396.73	-4.790474	0.00668303	0.0233941	-5.00818	-3.75527	-1.99442	-2.11429	0.007463719	0.03347099	0.404525	0.595475	0.136093	0.120719
