Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	log_extinction[1]	log_extinction[2]	log_speciation[1]	log_speciation[2]	rate_12	rate_21	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]
0	-56525.35	-56523.35	-2.006527	0.0568688	0.0985165	-2.86701	-2.31753	-1.81669	-1.86132	0.009626963	0.05247698	0.719419	0.280581	0.162563	0.155468
1	-56479	-56477.34	-1.663243	0.0373895	0.0985165	-3.28637	-2.31753	-1.81669	-1.86132	0.0082515	0.02072066	0.653148	0.346852	0.162563	0.155468
2	-56486.31	-56484	-2.312493	0.0226607	0.0985165	-3.78712	-2.31753	-2.11099	-1.7816	0.0105455	0.02642001	0.653148	0.346852	0.121118	0.168369
3	-56524.57	-56523.14	-1.430362	0.0192792	0.0995828	-3.94873	-2.30677	-2.11099	-1.7816	0.003311703	0.01049204	0.55428	0.44572	0.121118	0.168369
4	-56504.31	-56502.61	-1.699669	0.023762	0.0419067	-3.73967	-3.17231	-1.92087	-1.7129	0.004662989	0.0103427	0.516279	0.483721	0.146479	0.180342
5	-56535.29	-56532.02	-3.273567	0.00767566	0.169958	-4.8697	-1.7722	-1.92546	-1.7129	0.005748562	0.0103427	0.651018	0.348982	0.145809	0.180342
6	-56449.54	-56444.96	-4.580348	0.00595971	0.0377751	-5.12273	-3.2761	-2.0883	-2.3073	0.005748562	0.04372904	0.651018	0.348982	0.123897	0.0995296
7	-56480.18	-56474.15	-6.037023	0.00596373	0.0075034	-5.12206	-4.8924	-2.16894	-2.3073	0.001733268	0.04372904	0.808437	0.191563	0.114299	0.0995296
8	-56414.93	-56411.5	-3.425992	0.0136862	0.0186584	-4.29136	-3.98146	-2.10419	-2.1293	0.004803596	0.02472858	0.808437	0.191563	0.121944	0.118921
9	-56457.94	-56455.96	-1.976504	0.0249954	0.0307505	-3.68906	-3.48185	-1.8905	-2.15578	0.006084681	0.01208589	0.790533	0.209467	0.150997	0.115813
10	-56463.86	-56462.06	-1.806542	0.0157374	0.082031	-4.15171	-2.50066	-1.98749	-1.86678	0.006084681	0.007193653	0.582135	0.417865	0.137039	0.154621
11	-56640.29	-56637.3	-2.992032	0.016587	0.0698068	-4.09913	-2.66202	-1.94671	-2.21446	0.006084681	0.08066722	0.755692	0.244308	0.142743	0.109212
12	-56540.16	-56538.32	-1.833831	0.0449938	0.0698068	-3.10123	-2.66202	-1.90183	-2.21446	0.006084681	0.05264671	0.662804	0.337196	0.149296	0.109212
13	-56445.93	-56442.73	-3.202031	0.0539832	0.0131985	-2.91908	-4.32765	-1.875	-1.96763	0.005862528	0.05324171	0.662804	0.337196	0.153355	0.139788
14	-56450.69	-56448.78	-1.913012	0.0539832	0.0258658	-2.91908	-3.65483	-1.875	-2.07761	0.005862528	0.0230663	0.710713	0.289287	0.153355	0.125229
15	-56505.3	-56504.05	-1.245787	0.0539832	0.0263513	-2.91908	-3.63624	-1.875	-2.11059	0.003245091	0.01181644	0.407028	0.592972	0.153355	0.121167
16	-56465.87	-56464.31	-1.562338	0.0539832	0.0467907	-2.91908	-3.06207	-1.85037	-2.11059	0.007368346	0.02215926	0.438976	0.561024	0.157178	0.121167
17	-56510.05	-56508.99	-1.066005	0.0539832	0.0918989	-2.91908	-2.38707	-1.91221	-1.99616	0.007368346	0.01244774	0.438976	0.561024	0.147753	0.135855
18	-56486.61	-56484.46	-2.14487	0.0343776	0.0388121	-3.37035	-3.24902	-1.91221	-2.3283	0.005097323	0.04851243	0.632374	0.367626	0.147753	0.0974612
19	-56428.17	-56425.67	-2.496998	0.0343776	0.0262514	-3.37035	-3.64004	-1.89758	-2.10707	0.005097323	0.04959646	0.632374	0.367626	0.149932	0.121594
20	-56432.85	-56430.61	-2.238078	0.0343776	0.0310822	-3.37035	-3.47112	-1.89758	-1.83025	0.005097323	0.0358238	0.481635	0.518365	0.149932	0.160374
21	-56458.06	-56456.22	-1.837062	0.0392881	0.0571494	-3.23683	-2.86209	-1.89758	-1.6592	0.005097323	0.0358238	0.844732	0.155268	0.149932	0.190291
22	-56489.3	-56488.18	-1.119768	0.0392881	0.0571494	-3.23683	-2.86209	-1.89758	-1.75559	0.002414644	0.0203349	0.506585	0.493415	0.149932	0.172806
23	-56509.95	-56507.02	-2.934211	0.00859202	0.0789275	-4.75692	-2.53923	-1.88932	-1.75559	0.002414644	0.0223569	0.506585	0.493415	0.151174	0.172806
24	-56494.79	-56492.35	-2.440183	0.0219676	0.0953856	-3.81818	-2.34983	-2.09485	-1.95339	0.01050773	0.03497171	0.506585	0.493415	0.123089	0.141792
25	-56432.39	-56428.79	-3.599467	0.00822596	0.0955766	-4.80046	-2.34783	-2.06069	-1.75732	0.01050773	0.01862295	0.425903	0.574097	0.127366	0.172507
26	-56476.45	-56474.36	-2.092293	0.0289266	0.0390093	-3.54299	-3.24396	-2.02914	-1.75732	0.008079426	0.01862295	0.425903	0.574097	0.131448	0.172507
27	-56504.81	-56501.46	-3.350825	0.0150856	0.0372092	-4.19401	-3.2912	-2.18455	-2.08108	0.008079426	0.05817602	0.576343	0.423657	0.112529	0.124796
28	-56453.2	-56450.29	-2.908678	0.0150856	0.0341033	-4.19401	-3.37836	-2.12053	-1.95353	0.002764382	0.05817602	0.732029	0.267971	0.119967	0.141773
29	-56475.73	-56471.72	-4.011247	0.0301433	0.00951346	-3.50179	-4.65505	-2.12053	-2.09054	0.005280938	0.05817602	0.192698	0.807302	0.119967	0.123621
30	-56477.64	-56475.2	-2.437668	0.0233735	0.0605262	-3.75615	-2.80468	-2.12053	-1.78978	0.005280938	0.05817602	0.192698	0.807302	0.119967	0.166997
31	-56453.41	-56450.48	-2.936131	0.0192318	0.0330583	-3.95119	-3.40948	-2.12053	-2.01056	0.005280938	0.05817602	0.256461	0.743539	0.119967	0.133913
32	-56429.35	-56426	-3.348423	0.00998975	0.0467026	-4.6062	-3.06396	-2.12053	-2.01056	0.00391194	0.04533166	0.256461	0.743539	0.119967	0.133913
33	-56407.92	-56404.35	-3.565409	0.00998975	0.0476678	-4.6062	-3.0435	-2.03125	-1.91087	0.005665552	0.04533166	0.590862	0.409138	0.131171	0.147951
34	-56416.13	-56413.82	-2.307502	0.0284302	0.0424465	-3.5603	-3.15951	-1.96094	-1.91087	0.005665552	0.04533166	0.590862	0.409138	0.140726	0.147951
35	-56422.64	-56420.59	-2.051	0.0280379	0.0482826	-3.5742	-3.03068	-1.96094	-1.94155	0.003906595	0.04533166	0.890687	0.109313	0.140726	0.143481
36	-56525.01	-56520.92	-4.091016	0.0558101	0.00830437	-2.8858	-4.79097	-1.94066	-1.9221	0.003906595	0.09996022	0.890687	0.109313	0.143609	0.146299
37	-56561.64	-56557.78	-3.861612	0.0629765	0.00916067	-2.76499	-4.69284	-1.98837	-1.9221	0.003906595	0.09996022	0.890687	0.109313	0.136918	0.146299
38	-56471.57	-56469.94	-1.633209	0.0629765	0.0521272	-2.76499	-2.95407	-1.78475	-2.03213	0.005726843	0.0372106	0.66167	0.33833	0.167839	0.131056
39	-56467.47	-56466.03	-1.440232	0.0629765	0.0521272	-2.76499	-2.95407	-1.85905	-1.88491	0.005726843	0.02531777	0.66167	0.33833	0.155821	0.151842
40	-56493.07	-56491.58	-1.48992	0.051748	0.0901527	-2.96137	-2.40625	-1.9159	-1.78331	0.00317829	0.05288889	0.300834	0.699166	0.147209	0.168081
41	-56483.54	-56481.8	-1.746078	0.051748	0.0901527	-2.96137	-2.40625	-1.91874	-1.78331	0.005291322	0.05288889	0.300834	0.699166	0.146791	0.168081
42	-56496.25	-56494.5	-1.754333	0.0435338	0.0352684	-3.13422	-3.34477	-2.01525	-1.7044	0.002066579	0.05288889	0.712397	0.287603	0.133287	0.181881
43	-56444.56	-56442.19	-2.367059	0.0388005	0.0168971	-3.24932	-4.08061	-1.96911	-2.09338	0.002066579	0.04411714	0.533244	0.466756	0.13958	0.12327
44	-56449.16	-56446.26	-2.896737	0.0204941	0.0195703	-3.88762	-3.93374	-2.09346	-1.88798	0.002066579	0.05363848	0.370919	0.629081	0.12326	0.151378
